Order_ID,Customer_ID,Address_ID,OrderDate,PaymentMethod,Status
284,997,1191,2025-12-08 21:04:54.981576,Credit Card,Processing
285,17,19,2025-12-08 21:04:32.151488,Cash on Delivery,Processing
286,233,279,2025-12-08 21:00:41.061549,Apple Pay,Delivered
287,322,383,2025-12-08 20:59:41.620202,Cash on Delivery,Delivered
288,845,1011,2025-12-08 21:00:39.757740,Apple Pay,Delivered
289,276,327,2025-12-08 21:04:16.728397,Line Pay,Shipped
290,266,315,2025-12-08 21:02:35.777486,Credit Card,Delivered
291,592,711,2025-12-08 21:03:45.613758,Line Pay,Delivered
292,171,204,2025-12-08 20:59:58.366809,Apple Pay,Delivered
293,749,897,2025-12-08 21:04:36.712633,Credit Card,Delivered
294,585,703,2025-12-08 21:00:31.575901,Credit Card,Processing
295,745,890,2025-12-08 21:01:19.622320,Credit Card,Delivered
296,391,465,2025-12-08 21:03:23.199619,Cash on Delivery,Shipped
297,431,515,2025-12-08 21:04:20.465808,Cash on Delivery,Delivered
298,906,1085,2025-12-08 21:02:35.289346,Apple Pay,Shipped
299,996,1190,2025-12-08 21:01:21.910372,Apple Pay,Cancelled
300,509,616,2025-12-08 21:01:18.238563,Line Pay,Delivered
301,704,839,2025-12-08 21:03:26.103071,Credit Card,Delivered
302,434,518,2025-12-08 21:03:53.968147,Line Pay,Delivered
303,752,900,2025-12-08 21:00:53.426281,Cash on Delivery,Processing
304,614,736,2025-12-08 21:02:42.902929,Credit Card,Delivered
305,875,1045,2025-12-08 21:01:34.831858,Line Pay,Delivered
306,796,953,2025-12-08 21:00:29.231472,Cash on Delivery,Delivered
307,529,640,2025-12-08 21:05:14.933020,Line Pay,Shipped
308,373,444,2025-12-08 20:59:25.849245,Cash on Delivery,Delivered
309,737,880,2025-12-08 20:59:46.264328,Apple Pay,Delivered
310,178,212,2025-12-08 21:00:50.004722,Line Pay,Delivered
311,326,388,2025-12-08 21:03:33.543564,Credit Card,Cancelled
312,719,858,2025-12-08 21:02:39.251424,Apple Pay,Processing
313,546,658,2025-12-08 21:01:46.054578,Credit Card,Shipped
314,245,291,2025-12-08 21:04:37.723761,Credit Card,Delivered
315,208,247,2025-12-08 21:04:04.049711,Cash on Delivery,Processing
316,344,408,2025-12-08 21:02:47.661278,Line Pay,Cancelled
317,844,1010,2025-12-08 21:02:12.993635,Line Pay,Delivered
318,476,571,2025-12-08 20:59:49.026687,Apple Pay,Delivered
319,34,40,2025-12-08 21:01:28.448998,Line Pay,Delivered
320,572,688,2025-12-08 21:04:23.374964,Credit Card,Delivered
321,854,1021,2025-12-08 21:03:18.811387,Line Pay,Delivered
322,636,764,2025-12-08 21:04:20.449486,Cash on Delivery,Delivered
323,936,1120,2025-12-08 21:03:32.329180,Line Pay,Delivered
324,855,1022,2025-12-08 21:01:47.109933,Cash on Delivery,Delivered
325,83,100,2025-12-08 21:03:54.873814,Line Pay,Delivered
326,629,755,2025-12-08 21:03:22.690888,Line Pay,Delivered
327,300,357,2025-12-08 21:00:07.837513,Line Pay,Delivered
328,455,544,2025-12-08 21:03:39.114685,Credit Card,Shipped
329,857,1024,2025-12-08 20:59:38.084094,Cash on Delivery,Delivered
330,408,487,2025-12-08 21:01:21.419831,Credit Card,Delivered
331,148,179,2025-12-08 21:03:42.218112,Credit Card,Delivered
332,387,460,2025-12-08 21:00:19.877109,Credit Card,Shipped
333,573,689,2025-12-08 21:02:46.755240,Line Pay,Processing
334,446,531,2025-12-08 21:00:47.565860,Cash on Delivery,Delivered
335,657,785,2025-12-08 21:05:14.914724,Apple Pay,Processing
336,224,269,2025-12-08 21:05:12.709038,Credit Card,Delivered
337,282,336,2025-12-08 21:00:06.184443,Cash on Delivery,Shipped
338,9,10,2025-12-08 21:03:43.692540,Cash on Delivery,Shipped
339,381,453,2025-12-08 21:05:19.488085,Line Pay,Delivered
340,759,909,2025-12-08 21:01:22.863414,Apple Pay,Delivered
341,14,15,2025-12-08 20:59:33.261746,Apple Pay,Delivered
342,643,771,2025-12-08 21:02:31.027989,Line Pay,Shipped
343,65,79,2025-12-08 21:00:46.206423,Credit Card,Processing
344,321,382,2025-12-08 21:01:56.538158,Line Pay,Shipped
345,596,715,2025-12-08 21:00:07.061806,Credit Card,Cancelled
346,240,286,2025-12-08 21:05:18.914666,Cash on Delivery,Delivered
347,404,481,2025-12-08 21:01:28.085406,Credit Card,Processing
348,970,1159,2025-12-08 21:03:25.885835,Cash on Delivery,Delivered
349,247,293,2025-12-08 21:01:06.345835,Cash on Delivery,Delivered
350,347,413,2025-12-08 21:02:35.162674,Apple Pay,Delivered
351,260,306,2025-12-08 21:01:22.420636,Credit Card,Cancelled
352,40,49,2025-12-08 21:00:08.427957,Apple Pay,Delivered
353,71,87,2025-12-08 21:01:17.301244,Line Pay,Delivered
354,966,1155,2025-12-08 21:01:05.913838,Line Pay,Cancelled
355,857,1024,2025-12-08 21:02:55.484010,Cash on Delivery,Delivered
356,895,1072,2025-12-08 21:04:31.975087,Apple Pay,Delivered
357,143,173,2025-12-08 21:00:03.326436,Credit Card,Delivered
358,449,537,2025-12-08 21:03:30.161382,Line Pay,Shipped
359,725,866,2025-12-08 21:03:51.934629,Cash on Delivery,Delivered
360,30,35,2025-12-08 21:04:07.367842,Apple Pay,Delivered
361,725,865,2025-12-08 21:05:01.268167,Apple Pay,Cancelled
362,919,1098,2025-12-08 21:00:19.480598,Credit Card,Delivered
363,666,795,2025-12-08 21:01:17.950941,Line Pay,Processing
364,230,276,2025-12-08 21:01:37.316725,Credit Card,Delivered
365,813,973,2025-12-08 21:02:28.204058,Credit Card,Processing
366,7,7,2025-12-08 20:59:49.665600,Line Pay,Delivered
367,839,1005,2025-12-08 21:01:27.845055,Apple Pay,Delivered
368,957,1143,2025-12-08 21:03:36.841893,Credit Card,Shipped
369,19,21,2025-12-08 21:00:34.176657,Cash on Delivery,Delivered
370,414,493,2025-12-08 21:03:41.634231,Credit Card,Delivered
371,24,28,2025-12-08 21:02:28.670244,Cash on Delivery,Delivered
372,139,168,2025-12-08 21:04:32.059563,Line Pay,Delivered
373,587,705,2025-12-08 21:01:23.075328,Line Pay,Delivered
374,843,1009,2025-12-08 21:04:00.510994,Credit Card,Delivered
375,609,729,2025-12-08 21:01:03.595346,Line Pay,Delivered
376,236,282,2025-12-08 21:01:24.826858,Cash on Delivery,Shipped
377,180,214,2025-12-08 21:01:03.295951,Apple Pay,Delivered
378,35,42,2025-12-08 21:04:49.064309,Apple Pay,Delivered
379,709,846,2025-12-08 21:04:16.320035,Cash on Delivery,Delivered
380,472,565,2025-12-08 21:04:44.265461,Cash on Delivery,Cancelled
381,354,421,2025-12-08 21:01:44.293946,Line Pay,Delivered
382,563,678,2025-12-08 21:04:34.245914,Line Pay,Delivered
383,755,904,2025-12-08 21:02:02.096909,Line Pay,Delivered
384,247,293,2025-12-08 21:02:47.509691,Cash on Delivery,Delivered
385,186,221,2025-12-08 21:00:57.119076,Apple Pay,Shipped
386,955,1140,2025-12-08 21:02:45.579441,Cash on Delivery,Processing
387,127,154,2025-12-08 21:01:50.952245,Line Pay,Delivered
388,755,904,2025-12-08 21:02:52.872717,Line Pay,Delivered
389,381,453,2025-12-08 21:02:16.736099,Line Pay,Delivered
390,13,14,2025-12-08 21:01:32.888160,Line Pay,Delivered
391,795,952,2025-12-08 21:04:04.131981,Apple Pay,Delivered
392,247,293,2025-12-08 21:03:57.446855,Cash on Delivery,Processing
393,270,321,2025-12-08 21:03:38.103481,Line Pay,Delivered
394,454,542,2025-12-08 21:03:13.876649,Apple Pay,Delivered
395,897,1074,2025-12-08 21:01:14.129666,Credit Card,Cancelled
396,465,557,2025-12-08 21:00:27.463168,Apple Pay,Delivered
397,351,418,2025-12-08 21:03:31.271353,Apple Pay,Delivered
398,314,374,2025-12-08 21:02:08.476831,Cash on Delivery,Shipped
399,49,60,2025-12-08 21:00:28.838359,Cash on Delivery,Shipped
400,295,352,2025-12-08 21:02:09.134287,Line Pay,Delivered
401,519,630,2025-12-08 20:59:50.845261,Apple Pay,Delivered
402,461,552,2025-12-08 21:00:53.348269,Credit Card,Delivered
403,923,1102,2025-12-08 21:05:18.984066,Cash on Delivery,Delivered
404,792,947,2025-12-08 20:59:28.148992,Apple Pay,Delivered
405,170,203,2025-12-08 21:02:53.015833,Line Pay,Delivered
406,31,36,2025-12-08 21:04:38.583082,Line Pay,Processing
407,289,345,2025-12-08 20:59:29.563297,Line Pay,Processing
