OrderItemID,OrderID,SKUID,Quantity
214,141,3GP90PA,1
215,142,D560719WIN9B,1
216,142,ASU-WZB7L,1
217,143,ASU-IWR6S,1
218,144,81UT00EGIN,1
219,144,9U867PA,1
220,145,80E300RGIN,1
221,145,ACE-HUTUS,1
222,146,81BV008TIN,2
223,146,81VT0071IN,1
224,147,ASU-6ZDSC,1
225,147,82WU0095IN,1
226,148,82XT004KIN,2
227,149,ASU-OK7DK,1
228,150,MSI-SUYW4,1
229,151,80XL03R9IH,1
230,151,ASU-LN3UB,1
231,151,D552260WIN9B,1
232,152,21E3S04W00,1
233,153,ASU-9JXO7,1
234,154,82BA001PHA,1
235,155,ASU-IXO4C,2
236,155,ASU-MYM88,1
237,155,MSI-0EWFV,1
238,156,80XV00RGIN,1
239,157,ASU-3IK5C,1
240,158,ASU-BCU53,1
241,159,6D4K3PA,1
242,160,SAM-BSL09,1
243,160,MSI-L0OEF,1
244,161,6H4N5PA,1
245,161,BTS-ICC-D585021WIN8,1
246,162,34W41PA,1
247,163,ACE-ID2QK,1
248,164,ASU-SBLQQ,1
249,164,MSI-PIGWP,1
250,165,83EM0026IN,1
251,166,21E6S05E00,1
252,167,ASU-T46SS,2
253,168,ASU-HCZ24,1
254,168,MSI-5VWCV,1
255,168,ACE-OWMAZ,1
256,169,82K101B7IN,1
257,169,MSI-0EWFV,1
258,170,ASU-EOZOO,1
259,170,82B500RPIN,1
260,171,81BF00KEIN,1
261,172,ASU-BCU53,1
262,173,ASU-Z6Z8N,1
263,174,834T9PA,1
264,174,ASU-D0HBB,1
265,175,ACE-TE7KB,1
266,176,7G761PA,1
267,177,C562522WIN9,1
268,177,ASU-Q7FLV,1
269,178,ACE-GQOGW,1
270,179,81H55PA,1
271,179,80XF00DFIN,1
272,180,20TDS0G500,1
273,181,ASU-LDJR2,1
274,181,ACE-MQDH7,1
275,182,ASU-QNL0H,1
276,182,ASU-SIWPQ,1
277,183,ASU-BL3RJ,1
278,184,D552309WIN9BE,1
279,185,ASU-4R9P3,1
280,185,MSI-G6UPX,1
281,186,ASU-O21IP,1
282,186,21X34PA,1
283,186,82XT004KIN,1
284,187,ASU-Q983F,1
285,188,ACE-OQB6B,2
286,189,D560645WIN9W,1
287,190,ACE-N1T7Y,1
288,191,D560745WIN9B,1
289,191,ASU-QTRMP,1
290,192,MSI-VROP9,1
291,193,ASU-FHMHJ,1
292,193,7EF94PA,2
293,194,ASU-ZZGLS,1
294,195,ASU-2K6RO,1
295,196,D552269WIN9S,1
296,196,D569919WIN9,1
297,196,81X800J3IN,1
298,197,82S900R6IN,1
299,198,82BA001PHA,1
300,199,ASU-700VE,1
301,200,ACE-55GO0,1
302,201,D560243HIN9S,1
303,201,ASU-OUUVA,1
304,202,ASU-SBLQQ,1
305,203,APP-M11AX,1
306,204,34W41PA,1
307,205,HP-UTLG2,1
308,206,ASU-Y4676,1
309,207,ASU-QNL0H,1
310,207,7P704PA,1
311,208,MSI-65PA6,1
312,209,ASU-PMUXQ,1
313,210,ASU-D1M42,1
314,211,82L3009LIN,1
315,212,ACE-Z0V5R,1
316,213,ASU-700VE,1
317,214,ASU-G0YSK,1
318,214,D560702WIN9BE,1
319,215,589X6PA,1
320,216,949J0PA,1
321,217,82TTA00UIH,1
322,218,81WL002RIN,1
323,219,ACE-H7QBL,1
324,220,1W5G0PA,1
325,220,7Q6Z9PA,2
326,221,ASU-PA0I2,1
327,222,20RAS08A00,1
328,222,82KB00N3FR,1
329,222,A0EH4PA,1
330,223,21D8S00V00,1
331,224,82K2029CIN,1
332,225,AVI-H5WO4,1
333,226,ACE-7M26Z,1
334,226,D560560WIN9BE,1
335,226,ASU-EPZPK,1
336,227,HP-UTLG2,1
337,228,MSI-N4DIE,1
338,229,HP-UTLG2,1
339,229,QEZ-00048,1
340,230,MSI-5KFUP,1
341,231,HP-YSNJM,1
342,232,ACE-Z8DNM,1
343,233,81WB010XIN,1
344,234,FUJ-4T8DF,1
345,234,6N039PA,2
346,234,82KAA057IH,1
347,235,7WR00PA,1
348,235,ACE-FEQ3P,1
349,236,81D600C3IN,1
350,237,82RK00WXIN,1
351,238,ASU-RO86P,1
352,239,82TTA02UIH,2
353,240,8JU73PA,2
354,241,INF-P1XOJ,1
355,242,D560629WIN9S,1
356,243,ASU-1DUVL,1
357,243,ASU-5C92N,1
358,244,4TS73PA,1
359,245,ASU-DYI0I,1
360,246,ASU-QTRMP,1
361,246,MSI-RBP5O,1
362,246,D585046WIN8,1
363,247,MSI-OERDX,1
364,247,INF-6EJ9E,1
365,248,7Q6Z8PA,1
366,249,ACE-G3CV8,1
367,249,81W800TFIN,1
368,250,F6C92PA,1
369,251,20RAS0W500,1
370,252,ASU-TRET5,1
371,253,82RG009AIN,1
372,254,MSI-I5ZIQ,1
373,254,MSI-N7SYY,1
374,255,788X8PA,1
375,255,ASU-571JN,1
376,256,ASU-4RJFK,1
377,256,ASU-8HCQ5,2
378,257,ASU-FIVP7,1
379,257,ASU-BCU53,1
380,258,499C0PA,1
381,258,ASU-7JM8O,1
382,258,81D100H1IN,1
383,259,ASU-N2EF9,1
384,260,834U0PA,1
385,261,82V700ECIN,1
386,261,D560473WIN9B,1
387,262,D560476WIN9S,1
388,262,82RK00WXIN,1
389,262,D560721WIN9BD-V2,1
390,263,769K8PA,1
391,264,ASU-6ZDSC,1
392,265,ASU-VYZRP,1
393,266,ASU-J32FI,1
394,267,ASU-RB28K,1
395,267,360L7PA,1
396,268,20XWS1XJ00,1
397,269,ASU-7BC0M,1
398,269,9T8K8PA,1
399,270,SAM-KFKGO,1
400,271,ASU-OUU66,1
401,272,ACE-O60WT,1
402,273,A564503WIN9,1
403,273,ASU-VCUAG,1
404,274,ASU-097KN,1
405,275,81H55PA,1
406,276,ASU-5C92N,1
407,277,D560725WIN9SE,1
408,278,82FJ00ABIH,1
409,279,HP-UTLG2,1
410,279,ASU-53MBI,1
411,280,D560509WIN9S,2
412,280,ASU-V79KR,1
413,281,ASU-BBT3A,1
414,281,SAM-BNHHT,1
415,281,82UD0068IN,1
416,282,MSI-UUKYU,1
417,282,7H5D4PA,1
418,283,ACE-IHE5Z,1
419,284,20TA000DUK,1
420,284,D552226WIN9BE,1
421,285,242D3PA,1
422,286,4SY26PA,1
423,286,APP-0LSTL,1
424,287,ACE-IHE5Z,1
425,288,ASU-QULRE,1
426,288,83DE001HIN,2
427,288,ASU-HTQ30,1
428,289,FRI-F56,1
429,290,ASU-KDXGK,1
430,291,82VG00ERIN,2
431,291,ASU-XYDV9,1
432,292,X5Q18PA,1
433,293,6DT09PA,1
434,294,ASU-0ETDD,1
435,295,INF-2JZRE,1
436,295,FRI-F56,1
437,295,ACE-JB75J,1
438,296,7NH61PA,1
439,297,MSI-FZ6Q2,1
440,298,22A67PA,1
441,298,ACE-F4TD7,1
442,298,21W93PA,1
443,299,NOK-RCMVH,1
444,300,7M433PA,1
445,300,83GS008VIN,1
446,301,ASU-GWGBF,1
447,302,ASU-ZPW2O,1
448,303,7K5J8PA,1
449,303,ASU-H4BF4,1
450,304,1Y8Z9UA,1
451,305,ASU-RA0S4,2
452,306,21S72PA,1
453,307,80XL0411IN,1
454,307,ASU-N5GBE,1
455,308,ACE-0D5J9,1
456,308,ASU-7JM8O,2
457,309,ASU-RA0S4,1
458,310,ACE-0D5J9,1
459,311,ASU-876IC,1
460,311,D560378WIN9S,1
461,312,769K8PA,1
462,312,50N46PA,1
463,312,82BA001PHA,1
464,313,21DJA0Y0IN,1
465,314,81VV008TIN,1
466,315,MSI-L0OEF,2
467,316,L2Z04PA,1
468,316,ASU-SBLQQ,1
469,317,ASU-DYI0I,1
470,318,20WEA01EIH,2
471,319,6H4N5PA,1
472,320,D560900WIN9B,1
473,320,6V2W1PA,1
474,321,ASU-IQMLI,1
475,322,82XD0040IN,1
476,323,D560509WIN9S-V2,1
477,323,9Q9M9PA,1
478,324,ASU-72FMH,1
479,325,ASU-H7FBZ,1
480,325,D560378WIN9S,1
481,326,X5Q18PA,1
482,326,8WE65PA,1
483,327,INF-2O4JU,1
484,327,6JP48PA,1
485,327,81WB010XIN,1
486,328,20RAS0SC00,1
487,328,4NE20PA,1
488,329,ACE-8ETKO,1
489,330,6V2W1PA,1
490,330,7K5J8PA,1
491,330,A03CMPA,1
492,331,ASU-H35W0,2
493,331,MSI-VTMB7,1
494,331,ZEB-DWD41,1
495,332,8K8J3PA,1
496,333,ASU-NU5UP,1
497,333,21E3S06300,1
498,334,82L3009LIN,1
499,335,ASU-5C92N,1
500,335,D552276WIN9BE,1
501,336,82KB00JKIH,1
502,336,ASU-3BEF0,1
503,337,MIC-YRIA7,1
504,338,GN55308YC9C001ORB1,1
505,338,ASU-LYQM0,1
506,339,MSI-HKN7N,1
507,339,ACE-123MC,1
508,340,ACE-NMG0M,1
509,341,APP-EVO69,1
510,342,ASU-BBT3A,1
511,342,D560900WIN9B,1
512,343,NOBELM-WDQ9BHNE,1
513,344,MSI-A8X7N,1
514,345,W6T74PA,2
515,346,ASU-V79KR,1
516,346,DEL-OXGNG,2
517,346,4LR21PA,1
518,347,ASU-IHE7B,1
519,347,ASU-PDX0R,1
520,348,A560023WIN9,1
521,348,MSI-DPY3Z,1
522,349,ASU-XXYZL,1
523,349,MSI-HR6G9,1
524,349,6H5W0PA,1
525,350,MSI-E3B3U,1
526,351,83E00012IN,2
527,351,ASU-IWR6S,2
528,352,ICC-D585042WIN8,1
529,353,ASU-LYQM0,1
530,354,ASU-39ZKX,1
531,355,82YU00W7IN,2
532,356,5AY34PA,1
533,357,ASU-1CZDH,1
534,357,ASU-L02NO,1
535,358,ASU-VYFEM,1
536,359,2D8C6PA,1
537,360,5JS20PA,1
538,361,MSI-IUC12,1
539,361,81VV008TIN,1
540,361,81DE033UIN,1
541,362,3DY20PA,1
542,363,ASU-3X0FL,1
543,363,MSI-0L20Y,1
544,364,4X7E1PA,1
545,364,3V6P4PA,2
546,364,MSI-109SN,1
547,365,LG-Z19IB,1
548,365,4LR21PA,1
549,365,83GS003VIN,1
550,366,7Z1P8PA,1
551,367,MSI-MGNHU,1
552,368,81X700CWIN,1
553,369,ASU-WX76Y,1
554,370,ASU-7M7V1,1
555,371,7K8N8PA,1
556,372,ACE-F664A,1
557,373,MSI-EXA4A,1
558,373,ASU-4Z4BT,1
559,374,7S4N7PA,1
560,375,ASU-6ZCEE,2
561,376,MSI-HKN7N,1
562,377,7Q700PA,1
563,378,ASU-QLUES,1
564,379,ASU-63NYB,1
565,380,ASU-0JAR3,1
566,380,9U867PA,1
567,381,6G9R3PA,1
568,381,L2Z04PA,1
569,382,APP-GJJJJ,1
570,383,SAM-QA35I,1
571,383,ASU-P11A7,1
572,383,82TW001CIH,1
573,384,ASU-MHHI8,1
574,385,ACE-5TU3Z,1
575,386,DEL-OXGNG,1
576,386,MSI-IUC12,1
577,387,7Q6Z9PA,2
578,387,34W41PA,1
579,388,83DV00BJIN,1
580,388,7K5J8PA,1
581,389,ACE-T7B92,1
582,389,ACE-VBV3K,1
583,390,Y4F71PA,1
584,391,ASU-0D3WE,1
585,391,81VD002PIN,1
586,392,ASU-ALGX8,1
587,392,ASU-G8W46,2
588,393,ACE-0D5J9,1
589,394,ASU-ULQ8I,1
590,394,82HS00W2IN,1
591,394,MSI-D5BHN,2
592,395,ASU-S9Y0M,1
593,396,ASU-2K5FA,2
594,397,81BF00KEIN,1
595,397,MSI-A8X7N,2
596,397,BTS-ICC-C783531WIN8,1
597,398,81WB01EBIN,1
598,398,7Q6Z3PA,1
599,398,ASU-O21IP,1
600,399,30R08PA,1
601,400,ASU-DZKFB,1
602,401,IN5430NYK54001SDS1,1
603,401,ASU-IWR6S,1
604,402,ASU-WAORZ,1
605,403,ICC-C780016WIN8,2
606,403,D560341WIN9S,1
607,403,LAV-9FXQ1,1
608,404,MSI-UUKYU,2
609,405,ASU-EHF70,1
610,406,3Y0H5PA,1
611,407,ASU-BVN8X,1
612,407,ASU-ADWDR,1
613,407,ASU-T69GJ,1
614,408,ASU-0ETDD,1
615,408,ASU-3BEF0,1
616,409,ACE-1XDE8,2
617,409,91R01PA,1
618,410,80XF00DFIN,1
619,410,MSI-JNPJB,1
620,411,7WQ11PA,1
621,411,AVI-S2LLM,1
622,412,68U28PA,1
623,412,MSI-A8X7N,1
624,412,MSI-VTMB7,1
625,413,81BF00KEIN,1
626,414,ACE-S7632,1
627,414,ASU-4R9P3,1
628,415,SAM-QA35I,1
629,416,ASU-ALGX8,2
630,416,82XE004RIN,1
631,417,82XT004KIN,2
632,418,231T1PA,1
633,419,ACE-R61C4,1
634,419,ASU-WFT4V,1
635,420,SAM-NCU5V,1
636,421,ACE-C3VVV,1
637,422,ACE-S7632,1
638,423,25U57PA,1
639,423,D560779WIN9S,1
640,423,ASU-V79KR,1
641,424,510L4PA,1
642,425,MSI-XN9Q8,2
643,425,D569939WIN9,1
644,426,L2Z04PA,2
645,426,ASU-1QV2U,1
646,427,APP-VM2JT,1
647,428,ASU-5176G,1
648,428,83BG000PIN,1
649,428,50M62PA,1
650,429,ASU-MYM88,1
651,430,80E3014FIN,1
652,431,MSI-V7YUM,2
653,432,K8T82PA,2
654,433,MSI-6XTJA,2
655,434,ASU-5C92N,1
656,434,ACE-FBFXV,1
657,435,ZEB-DWD41,1
658,435,21AAS0R400,1
659,436,MSI-I0YG2,1
660,437,D569939WIN9,1
661,438,81F40165IN,1
662,438,BTS-ICC-C783523WIN8,1
663,439,D560721WIN9BD-V2,2
664,439,AVI-A8VBN,1
665,440,7Q6Z2PA,1
666,441,ASU-IQMLI,1
667,442,ASU-KCA5G,1
668,442,8QG92PA,1
669,443,ASU-ZA44H,1
670,443,ACE-2CBPK,1
671,444,ASU-E43UU,1
672,445,4X7E1PA,2
673,446,21JN004GIG,1
674,447,ASU-B7WZ5,1
675,448,227U4PA,1
676,448,MSI-XOWX4,1
677,449,D560243HIN9S,1
678,450,1AC75PA,1
679,451,ASU-KVXJV,1
680,452,4ST60PA,1
681,453,3DY20PA,1
682,453,ASU-0ETDD,1
683,454,5SE65PA,2
684,455,INF-2JZRE,1
685,456,ASU-KJYTN,1
686,457,81D600BXIN,1
687,458,ASU-A15ZX,1
688,458,D560629WIN9S,1
689,459,ASU-OK7DK,2
690,460,2P0Q1PA,1
691,461,6N027PA,1
692,462,82C3A00BIH,1
693,462,MSI-XY2V5,1
694,463,MSI-U8R79,2
695,463,MSI-I0YG2,1
696,464,ASU-SW028,1
697,465,MSI-23BSE,2
698,465,ACE-OWMAZ,1
699,466,RBY-00023,1
700,466,ASU-ZGKIN,1
701,466,2EY84PA,1
702,467,ASU-F2WOL,2
703,468,34W78PA,1
704,468,7QU40PA,1
705,469,7S449PA,1
706,470,SAM-RFYZJ,1
707,470,81H56PA,1
708,471,20W0S0Y000,1
709,472,RDP-630AP,1
710,472,ASU-5C92N,2
711,473,ASU-FXA76,1
712,474,ZEB-DWD41,1
713,474,MSI-X9OEC,1
714,475,MSI-X1J33,1
715,476,ASU-3XET4,1
716,477,ACE-FIYD6,1
717,477,ASU-K5T6K,1
718,478,ASU-3MOO4,1
719,479,ASU-ZGKIN,1
720,479,AVI-U1VYX,2
721,479,MSI-QZF7I,1
722,480,D560779WIN9S,1
723,480,34W41PA,1
724,480,ASU-NMJX4,1
725,481,589X6PA,1
726,482,21KHA0J6IN-V2,1
727,482,ACE-FIYD6,1
728,483,ASU-G6ZWG,1
729,483,21W93PA,1
730,483,6G9R3PA,1
731,484,INF-2JZRE,1
732,484,ASU-TI9KX,1
733,485,GIG-E3LXM,1
734,486,APP-GJJJJ,1
735,486,172V2PA,1
736,487,MSI-3ND9H,1
737,488,B566504WIN9,1
738,489,ASU-700VE,1
739,490,ASU-3HRUP,2
740,491,MSI-A8X7N,1
741,491,ASU-OOVN8,1
742,492,ASU-10H1G,1
743,493,ASU-3P16J,1
744,493,SAM-RFYZJ,1
745,493,ASU-3UZW7,2
746,494,ASU-OK7DK,1
747,495,ASU-TI9KX,1
748,495,82RK0062IN,1
749,496,ASU-FUS3L,1
750,496,82SB00QJIN,1
751,497,ACE-JXF6W,1
752,498,ACE-IHE5Z,2
753,499,82XD005RIN,1
754,499,3Y0H5PA,1
755,500,2FK54PA,1
756,501,81WB018YIN,1
757,502,9LA50PA,2
758,503,21AAS0R400,1
759,504,81UT00EGIN,2
760,505,MSI-2F5T2,1
761,506,D560619WIN9S,1
762,507,ACE-FIYD6,1
763,508,D560071WIN9S,2
764,509,ASU-3BEF0,1
765,510,SMA-M3Y82,1
766,511,6D4L1PA,1
767,511,K8T82PA,1
768,512,ACE-G9ISQ,1
769,513,D560620WIN9S,1
770,514,82K2022YIN,1
771,515,81D100H1IN,1
772,515,INF-2JZRE,1
773,515,83DF003NIN,1
774,516,ASU-6H34Z,1
775,517,6H4N5PA,2
776,518,ASU-05L2B,1
777,519,MSI-XN9Q8,1
778,520,8R0L2PA,1
779,521,80XH020KIN,1
780,522,ASU-DY008,1
781,522,D569919WIN9,1
782,523,9D3N9PA,1
783,524,ACE-UFIFU,1
784,524,ACE-F4TD7,1
785,525,MSI-I2NAY,1
786,525,D560702WIN9BE,1
787,526,ASU-HKPR8,1
788,527,81LG0094IN,1
789,527,ASU-M3ATE,1
790,527,20YSS01K00,1
791,528,21E3S04W00,1
792,529,ASU-NLRWA,1
793,530,ASU-TI37V,2
794,531,ASU-GWGBF,1
795,532,ASU-0EA79,1
796,532,82Y700A3IN,1
797,533,82SB00M6IN,1
798,534,ACE-22368,1
799,535,2Z326PA,1
800,536,82BA001PHA,1
801,536,ACE-AJKO3,1
802,536,82C500XYIH,1
803,537,ACE-GR0JY,1
804,537,ACE-IG6GB,1
805,538,82C700H3IH,1
806,539,ASU-3IK5C,2
807,540,AVI-A8VBN,1
808,541,MSI-KOH4C,1
809,542,ACE-GR0JY,2
810,542,20VDA0TLIH,1
811,543,ASU-ULGBU,1
812,543,ASU-Z6Z8N,1
813,544,81H5003VIN,1
814,545,MSI-2QVQ3,1
815,546,ACE-JWWV9,1
816,547,D560733WIN9P,1
817,548,83GS009RIN,1
818,549,OIN353034071RINS1M,1
819,550,ASU-LYQM0,1
820,551,ACE-Z0V5R,1
821,552,ASU-3UZW7,1
822,553,MSI-FYFQF,1
823,554,80XL040XIN,2
824,555,689H4PA,1
825,556,81W10052IN,1
826,557,8G148PA,1
827,557,6J0T1PA,1
828,558,ASU-ZGKIN,1
829,558,ACE-8ETKO,1
830,559,82VG00ERIN,1
831,559,ASU-LOWS7,2
832,560,D560312WIN9SE,1
833,561,ASU-JIDY8,1
834,561,3Y665PA,2
835,562,681Y8PA,1
836,562,MSI-12IXT,1
837,563,ASU-X79UL,1
838,563,D560666WIN9S,1
839,563,ASU-D4LSY,1
840,564,82RK00WXIN,2
841,565,3V6P9PA,1
842,566,81H56PA-V2,1
843,566,82SB00QKIN,1
844,567,ASU-065UU,1
845,567,D560728WIN9B,2
846,568,ASU-NLRWA,2
847,569,ASU-0HC54,1
848,569,INF-6EJ9E,1
849,569,SAM-D8MWL,1
850,570,ACE-XY4YA,1
851,571,ZEB-QLR52,1
852,572,6HS56UA,1
853,573,83E00007IN,1
854,573,ASU-B1DM1,1
855,574,ASU-3UZW7,1
856,575,MSI-NS5NY,1
857,575,82R10049IN,1
858,576,D560397WIN9BE,2
859,576,ASU-65GSB,1
860,576,20WEA01HIH,1
861,577,ZEB-DWD41,1
862,577,ACE-ET4XO,1
863,577,81W800TEIN,1
864,578,ASU-35M7V,1
865,579,4SY08PA,1
866,580,GN55308YC9C001ORB1,1
867,580,81X800LCIN,1
868,581,ASU-E6CQ1,2
869,582,83GS009RIN,1
870,582,2R2H4PA,1
871,583,81D600C3IN,1
872,583,FRI-F56,1
873,584,20SL00LTIH,1
874,585,82QYA00HIN,2
875,586,21D8S00V00,1
876,586,ASU-FG6ZY,1
877,587,D560385WIN9S,1
878,588,ASU-0UGD2,2
879,588,ASU-G1SPC,1
880,588,ASU-LYQM0,1
881,589,ASU-H4BF4,1
882,589,B565502WIN9,1
883,589,6K7X4PA,1
884,590,ACE-C3VVV,1
885,591,2Z332PA,1
886,592,6YZ24PA,1
887,593,ASU-72PE8,1
888,593,9W1C9PA,1
889,594,5AY34PA,1
890,595,ASU-4D2T7,1
891,595,83DJ007UIN,1
892,595,ASU-N7X7N,1
893,596,81WB010XIN,1
894,596,82Y0004TIN,1
895,597,ASU-1LNR1,1
896,598,81Y400BSIN,1
897,599,ASU-FVHZZ,1
898,599,9D3N1PA,1
899,599,MSI-5KFUP,1
900,600,7Q6Z3PA,2
901,600,ACE-YOY9I,1
902,600,81W800E9IN,1
903,601,ACE-N0AQ9,1
904,602,APP-POT4X,1
905,603,ASU-VIDA2,1
906,604,D560365WIN9S,2
907,604,ACE-9QFP0,1
908,605,82RG00AGIN,1
909,606,A00V8PA,1
910,607,ASU-LDJR2,1
911,608,7WR00PA,1
912,609,MSI-V7YUM,1
913,609,MSI-UUKYU,1
914,610,ACE-N1T7Y,1
915,610,D560054WIN9S,1
916,611,81C90PA,1
917,612,3DY20PA,1
918,612,ASU-V79KR,1
919,612,INF-CGSTP,1
920,613,ACE-2EVDS,1
921,614,ASU-HQPZQ,1
922,615,ASU-03AKS,1
923,616,D552281WIN9BE,1
924,617,1S5F5PA,1
925,617,FKH-00015,2
926,618,D560071WIN9S,1
927,619,G2H01PA,1
928,620,MSI-XOWX4,1
