ProductID,BrandName,ProductName,Category,Status
64,ASUS,ASUS VivoBook 15 OLED X1505ZA-L1311WS Laptop,Laptop,Active
65,Lenovo,Lenovo Ideapad Flex 5i 14ITL05,Laptop,Active
66,Acer,Acer Extensa EX215-33,Laptop,Active
67,Acer,Acer Extensa EX215-23,Laptop,Active
68,ASUS,ASUS TUF Gaming A17 FA766IC-HX005W Laptop,Laptop,Active
69,Dell,Dell Inspiron 15 3520,Laptop,Active
70,ASUS,ASUS Zenbook 14 Flip OLED UN5401QA-KN511WS Laptop,Laptop,Active
71,HP,HP Victus 15-fb0051AX,Laptop,Active
72,Infinix,Infinix INBook X1 Slim XL21 Laptop,Laptop,Active
73,Acer,Acer Swift 5 Intel Evo,Laptop,Active
74,Apple,Apple MacBook Air M1 MGND3HN/A Ultrabook,Laptop,Active
75,Realme,Realme Book Slim Laptop,Laptop,Active
76,Apple,Apple MacBook Air MQD32HN/A Ultrabook,Laptop,Active
77,HP,HP Victus 16-e0075AX,Laptop,Active
78,ASUS,ASUS Vivobook 16X K3605ZF-MB521WS Laptop,Laptop,Active
79,ASUS,ASUS X543MA-GQ1015T Laptop,Laptop,Active
80,HP,HP Pavilion 15-ec2004AX,Laptop,Active
81,HP,HP 14s-dy2507TU,Laptop,Active
82,ASUS,ASUS VivoBook 15 X515JA-EJ392WS Laptop,Laptop,Active
83,HP,HP 15s-FR2511TU,Laptop,Active
84,Acer,Acer Aspire 7 A715-75G-50TA,Laptop,Active
85,ASUS,ASUS VivoBook 15 X515EA-EJ322WS Laptop,Laptop,Active
86,HP,HP 15s-gr0012AU,Laptop,Active
87,ASUS,ASUS VivoBook 15 X515EA-EJ522WS Laptop,Laptop,Active
88,ASUS,ASUS VivoBook 14 X1400EA-EK543WS Laptop,Laptop,Active
89,ASUS,ASUS TUF Gaming F15 FX506LHB-HN358W Laptop,Laptop,Active
90,Apple,Apple MacBook Air M2 MLXY3HN/A Ultrabook,Laptop,Active
91,HP,HP 15s-eq2144AU,Laptop,Active
92,ASUS,ASUS VivoBook 15 X515JA-EJ592WS Laptop,Laptop,Active
93,Lenovo,Lenovo Ideapad 3 15ITL05,Laptop,Active
94,HP,HP 15s-eq2143au,Laptop,Active
95,HP,HP 14s-fq1089au,Laptop,Active
96,Lenovo,Lenovo Ideapad 130,Laptop,Active
97,Xiaomi,Xiaomi RedmiBook 15 Pro Laptop,Laptop,Active
98,Lenovo,Lenovo Ideapad Slim 3i 15ITL05,Laptop,Active
99,Lenovo,Lenovo Ideapad 330-15IKB,Laptop,Active
100,ASUS,ASUS VivoBook 15 X515JA-EJ562WS Laptop,Laptop,Active
101,AVITA,AVITA Pura NS14A6INV561 Laptop,Laptop,Active
102,Infinix,Infinix INBook X1 XL11 Laptop,Laptop,Active
103,Lenovo,Lenovo Ideapad Slim 3i 15ITL6,Laptop,Active
104,HP,HP 15s-dy3001TU,Laptop,Active
105,MSI,MSI GF63 Thin 9SCXR-418IN Laptop,Laptop,Active
106,HP,HP 14s-dy2506TU,Laptop,Active
107,ASUS,ASUS TUF Gaming F15 FX506LI-HN271TS Laptop,Laptop,Active
108,HP,HP 14s-dq5138tu,Laptop,Active
109,Lenovo,Lenovo Ideapad Gaming 3i,Laptop,Active
110,Lenovo,Lenovo Ideapad Slim 1 15ALC7,Laptop,Active
111,Infinix,Infinix INBook Y1 Plus XL28 Laptop,Laptop,Active
112,HP,HP 15s-gy0501AU,Laptop,Active
113,HP,HP 15s-ey1508AU,Laptop,Active
114,Lenovo,Lenovo Ideapad Slim 3i,Laptop,Active
115,ASUS,ASUS VivoBook S14 OLED Intel Evo S3402ZA-KM502WS Laptop,Laptop,Active
116,Xiaomi,Xiaomi Mi Notebook Ultra Laptop,Laptop,Active
117,HP,HP Pavilion 14-EC1019AU,Laptop,Active
118,HP,HP 15s-dy3501TU,Laptop,Active
119,HP,HP 15s-eq0500AU,Laptop,Active
120,AVITA,AVITA Liber NS14A8INV561 Laptop,Laptop,Active
121,HP,HP Pavilion 14-ec1003AU,Laptop,Active
122,ASUS,ASUS VivoBook 15 X515EA-EJ302TS Laptop,Laptop,Active
123,HP,HP Victus 15-fa0070TX,Laptop,Active
124,HP,HP 14s-DQ2100TU,Laptop,Active
125,ASUS,ASUS VivoBook Go 15 OLED E1504FA-LK321WS Laptop,Laptop,Active
126,Lenovo,Lenovo Ideapad Yoga 510,Laptop,Active
127,ASUS,ASUS Vivobook K15 OLED KM513UA-L713WS Laptop,Laptop,Active
128,Lenovo,Lenovo Ideapad Slim 3 15IAU7,Laptop,Active
129,ASUS,ASUS TUF FA766IC-HX005T Laptop,Laptop,Active
130,HP,HP 15s-FQ2535TU,Laptop,Active
131,ASUS,ASUS TUF Gaming F15 FX506LH-HN258WS Laptop,Laptop,Active
132,Lenovo,Lenovo Ideapad 3 14ITL05,Laptop,Active
133,HP,HP Pavilion x360 14-dw1036TU,Laptop,Active
134,HP,HP 15s-du1044tu,Laptop,Active
135,HP,HP Victus 16-e0162AX,Laptop,Active
136,Acer,Acer Aspire 7 A715-76G,Laptop,Active
137,HP,HP 14s-fq1029AU,Laptop,Active
138,Apple,Apple MacBook Pro M1 Pro MKGQ3HN/A Ultrabook,Laptop,Active
139,HP,HP 15s-fq4021TU,Laptop,Active
140,HP,HP Pavilion Gaming 15-ec1105AX,Laptop,Active
141,Lenovo,Lenovo Ideapad Slim 5i,Laptop,Active
142,Lenovo,Lenovo Ideapad 1 15AMN7,Laptop,Active
143,HP,HP 15s-du3517TU,Laptop,Active
144,HP,HP 15s-du3563TU,Laptop,Active
145,HP,HP Pavilion 14-dv0058TU,Laptop,Active
146,Dell,Dell Inspiron 15 3525,Laptop,Active
147,MSI,MSI Bravo 15 B5ED-035IN Laptop,Laptop,Active
148,MSI,MSI GF63 Thin 11SC-853IN Laptop,Laptop,Active
149,ASUS,ASUS Chromebook C423NA-BV0523 Laptop,Laptop,Active
150,Acer,Acer Aspire 5 A514-53,Laptop,Active
151,Acer,Acer Aspire 3 A315-53,Laptop,Active
152,Lenovo,Lenovo Ideapad Slim 3i 15IML05,Laptop,Active
153,Lenovo,Lenovo Ideapad 3 14IGL05,Laptop,Active
154,HP,HP 14s-dq5007TU,Laptop,Active
155,HP,HP 14s-fy1003AU,Laptop,Active
156,Dell,Dell Vostro 3510,Laptop,Active
157,Lenovo,Lenovo Ideapad 1 14IGL7,Laptop,Active
158,Acer,Acer Nitro 5 AN515-58,Laptop,Active
159,HP,HP Pavilion 14-dv2053TU,Laptop,Active
160,ASUS,ASUS Chromebook CX1500CKA-EJ0277 Laptop,Laptop,Active
161,HP,HP Victus 16-d0310TX,Laptop,Active
162,Lenovo,Lenovo V15 G4,Laptop,Active
163,Lenovo,Lenovo Ideapad Gaming 3 15IMH05,Laptop,Active
164,HP,HP Victus 16-d0311TX,Laptop,Active
165,HP,HP 15s-eq2132AU,Laptop,Active
166,HP,HP 15s-ey2001AU,Laptop,Active
167,MSI,MSI GV62 7RD-2297XIN Laptop,Laptop,Active
168,Acer,Acer Aspire 3 A314-22,Laptop,Active
169,ASUS,ASUS Vivobook 16X M1603QA-MB742WS Laptop,Laptop,Active
170,HP,HP Pavilion 15-EG2009TU,Laptop,Active
171,HP,HP Pavilion Gaming 15-dk2100TX,Laptop,Active
172,AVITA,AVITA Satus Ultimus S111 NU14A1INC43PN-CG Laptop,Laptop,Active
173,ASUS,ASUS VivoBook 15 X515JA-BQ302W Laptop,Laptop,Active
174,ASUS,ASUS VivoBook 14 X415EA-EB572WS Laptop,Laptop,Active
175,MSI,MSI Modern 14 C12M-439IN Laptop,Laptop,Active
176,HP,HP Pavilion 14-dv0543TU,Laptop,Active
177,ASUS,ASUS Vivobook 16X K3605ZC-MB541WS Laptop,Laptop,Active
178,AVITA,AVITA Satus Ultimus S111 NU14A1INC43PN-MB Laptop,Laptop,Active
179,MSI,MSI GF63 Thin 11SC-852IN Laptop,Laptop,Active
180,HP,HP 15s-FR2508TU,Laptop,Active
181,MSI,MSI GF65 Thin 10UE-290IN Laptop,Laptop,Active
182,ASUS,ASUS Vivobook K513EA-L503TS Laptop,Laptop,Active
183,MSI,MSI GF63 Thin 10UC-606IN Laptop,Laptop,Active
184,HP,HP Pavilion 15-eh2018AU,Laptop,Active
185,Zebronics,Zebronics Pro Series Y ZEB-NBC 2S Laptop,Laptop,Active
186,Lenovo,Lenovo Ideapad 15ALC05,Laptop,Active
187,Honor,Honor MagicBook 14,Laptop,Active
188,Apple,Apple MacBook Pro M2 MNEJ3HN/A Ultrabook,Laptop,Active
189,HP,HP Victus 15-fa1132TX,Laptop,Active
190,Lenovo,Lenovo V15,Laptop,Active
191,Acer,Acer Swift Go OLED SFG14-71,Laptop,Active
192,HP,HP 15-fc0031AU,Laptop,Active
193,HP,HP 15-fc0029AU,Laptop,Active
194,HP,HP Victus 16-E0301Ax Laptop,Laptop,Active
195,Lenovo,Lenovo Ideapad 3,Laptop,Active
196,Lenovo,Lenovo Ideapad Gaming 3,Laptop,Active
197,HP,HP Victus 15-fb0106AX,Laptop,Active
198,Lenovo,Lenovo Ideapad Flex 5i,Laptop,Active
199,ASUS,ASUS VivoBook 14 X415EA-EK326WS Laptop,Laptop,Active
200,Acer,Acer Nitro 5 AN515-45,Laptop,Active
201,HP,HP Victus 15-fb0134AX,Laptop,Active
202,HP,HP Victus 15-fa0666TX Laptop,Laptop,Active
203,Dell,Dell G5 15 SE 5505,Laptop,Active
204,HP,HP Victus 15-fa0188TX,Laptop,Active
205,ASUS,ASUS VivoBook 14 X415JA-BV302WS Laptop,Laptop,Active
206,HP,HP Pavilion 14-dv2015TU,Laptop,Active
207,Lenovo,Lenovo Ideapad 1,Laptop,Active
208,HP,HP Victus 16-d0354TX,Laptop,Active
209,MSI,MSI Modern 14 C12M-445IN Laptop,Laptop,Active
210,Lenovo,Lenovo Ideapad Slim 3 15ALC6,Laptop,Active
211,HP,HP 15s-fq5010TU,Laptop,Active
212,HP,HP 14s-dq3033TU,Laptop,Active
213,HP,HP 15s-eq2042AU,Laptop,Active
214,HP,HP 247 G8,Laptop,Active
215,Dell,Dell Inspiron 15 3501,Laptop,Active
216,ASUS,ASUS VivoBook Flip 14 TP470EA-EC302WS Laptop,Laptop,Active
217,Honor,Honor MagicBook X 14 Laptop,Laptop,Active
218,HP,HP Pavilion Aero 13-be2057AU,Laptop,Active
219,HP,HP Pavilion x360 14-dy1048TU,Laptop,Active
220,ASUS,ASUS VivoBook 15 X512DA-BQ302WS Laptop,Laptop,Active
221,Acer,Acer Aspire 5 A515-56,Laptop,Active
222,Lenovo,Lenovo Legion 5 15ACH6H,Laptop,Active
223,Dell,Dell Vostro 14 3400,Laptop,Active
224,MSI,MSI GF63 Thin 11SC-1477IN Laptop,Laptop,Active
225,ASUS,ASUS VivoBook 15 X1502ZA-EJ385WS Laptop,Laptop,Active
226,HP,HP 15-fd0012TU,Laptop,Active
227,HP,HP Pavilion 15-eg2039TU,Laptop,Active
228,HP,HP 15-fd0011TU,Laptop,Active
229,MSI,MSI Cyborg 15 A12VE-070IN Laptop,Laptop,Active
230,HP,HP 15-fd0013TU,Laptop,Active
231,ASUS,ASUS VivoBook 14 X415JA-EK522WS Laptop,Laptop,Active
232,MSI,MSI Modern 14 B11MOU-862IN Laptop,Laptop,Active
233,HP,HP Pavilion x360 14-ek0078TU,Laptop,Active
234,HP,HP Pavilion x360 14-ek0086TU,Laptop,Active
235,HP,HP 255 G8,Laptop,Active
236,Zebronics,Zebronics Pro Series ZEB-NBC 4S Laptop,Laptop,Active
237,Dell,Dell Vostro 3405,Laptop,Active
238,ASUS,ASUS VivoBook 15 X1502ZA-EJ742WS Laptop,Laptop,Active
239,Lenovo,Lenovo Ideapad Slim 5 16IRL8,Laptop,Active
240,Lenovo,Lenovo IdeaPad Flex 5 14ITL05,Laptop,Active
241,Acer,Acer Extensa EX 215-54,Laptop,Active
242,ASUS,ASUS ROG Strix G15 G513RC-HN062W Laptop,Laptop,Active
243,HP,HP Victus 15-fa0092TX,Laptop,Active
244,HP,HP Pavilion Plus 14-eh0024TU Laptop,Laptop,Active
245,Samsung,Samsung Galaxy Book Go Laptop,Laptop,Active
246,Acer,Acer Predator Helios 300 G3-572,Laptop,Active
247,HP,HP 14s-dq2649TU,Laptop,Active
248,Dell,Dell Vostro 3425,Laptop,Active
249,ASUS,ASUS VivoBook 14 X415EA-EK701WS Laptop,Laptop,Active
250,MSI,MSI GF63 Thin 11UCX-1497IN Laptop,Laptop,Active
251,Dell,Dell Vostro 3401,Laptop,Active
252,Lenovo,Lenovo E41-55,Laptop,Active
253,Lenovo,Lenovo Ideapad 5 15ITL05,Laptop,Active
254,HP,HP Pavilion 15-ba042au,Laptop,Active
255,Lenovo,Lenovo LOQ,Laptop,Active
256,ASUS,ASUS VivoBook Pro 14 OLED M3400QA-KM512WS Laptop,Laptop,Active
257,HP,HP Pavilion 15-eg2017TU,Laptop,Active
258,HP,HP Pavilion 15-eg1000TU,Laptop,Active
259,Lenovo,Lenovo Ideapad Slim 5 16IAH8,Laptop,Active
260,ASUS,ASUS VivoBook S15 OLED K3502ZA-KJ522WS Laptop,Laptop,Active
261,ASUS,ASUS VivoBook Ultra K14 K413EA-EB522WS Laptop,Laptop,Active
262,ASUS,ASUS Vivobook 16X M1603QA-MB512WS Laptop,Laptop,Active
263,HP,HP Pavilion 15-EG2035TU,Laptop,Active
264,Dell,Dell Vostro 14 3401,Laptop,Active
265,HP,HP 15-fd0019TU,Laptop,Active
266,HP,HP 15-fd0018TU,Laptop,Active
267,Lenovo,Lenovo Ideapad Slim 3i 14IRU8,Laptop,Active
268,MSI,MSI GF63 Thin 12VE-267IN Laptop,Laptop,Active
269,HP,HP Pavilion 15-eg3036TU,Laptop,Active
270,HP,HP Pavilion x360 14-ek1010TU,Laptop,Active
271,Zebronics,Zebronics Pro Series ZEB-NBC 3S Laptop,Laptop,Active
272,ASUS,ASUS VivoBook Pro 15 M6500QC-HN541WS Laptop,Laptop,Active
273,Acer,Acer Aspire 5 A514-54,Laptop,Active
274,Samsung,Samsung Galaxy Book Intel Evo 15.6 2 15.6 Laptop,Laptop,Active
275,Zebronics,Zebronics Pro Series ZEB-NBC 5S Laptop,Laptop,Active
276,ASUS,ASUS VivoBook 14 X415EA-EB322WS Laptop,Laptop,Active
277,ASUS,ASUS TUF Gaming F15 FX506HF-HN026W Laptop,Laptop,Active
278,HP,HP Envy x360 Intel Evo 13-bf0121TU,Laptop,Active
279,ASUS,ASUS Vivobook 16X M1603QA-MB511WS Laptop,Laptop,Active
280,Acer,Acer Aspire 3 A315-58,Laptop,Active
281,Lenovo,Lenovo V14-IGL,Laptop,Active
282,Acer,Acer Aspire Lite AL15-51,Laptop,Active
283,Lenovo,Lenovo LOQ 15IRH8,Laptop,Active
284,Apple,Apple MacBook Pro MV972HN/A Ultrabook,Laptop,Active
285,MSI,MSI Katana GF66 12UC-632IN Laptop,Laptop,Active
286,Dell,Dell G15-5511,Laptop,Active
287,Apple,Apple MacBook Air M2 MLY43HN/A Ultrabook,Laptop,Active
288,Fujitsu,Fujitsu UH-X Intel Evo 4ZR1J37875 Laptop,Laptop,Active
289,ASUS,ASUS ROG Strix G15 G513QC-HN093T Laptop,Laptop,Active
290,Lenovo,Lenovo Ideapad Gaming 3 15IAH7,Laptop,Active
291,Lenovo,Lenovo Ideapad Slim 3 15AMN8,Laptop,Active
292,Infinix,Infinix INBook Y4 Max YL613 Laptop,Laptop,Active
293,ASUS,ASUS VivoBook 14 X1404ZA-NK321WS Laptop,Laptop,Active
294,ASUS,ASUS VivoBook 14 X415EA-EK372WS Laptop,Laptop,Active
295,Fujitsu,Fujitsu UH-X Intel Evo 4ZR1J37876 Laptop,Laptop,Active
296,ASUS,ASUS VivoBook 14 X1404ZA-NK322WS Laptop,Laptop,Active
297,ASUS,ASUS VivoBook Go 15 OLED E1504FA-LK542WS Laptop,Laptop,Active
298,Fujitsu,Fujitsu UH-X 4ZR1F38024 Laptop,Laptop,Active
299,ASUS,ASUS VivoBook 14 X1404VA-NK322WS Laptop,Laptop,Active
300,ASUS,ASUS VivoBook 14 X1404VA-NK321WS Laptop,Laptop,Active
301,Lenovo,Lenovo ThinkBook 15,Laptop,Active
302,Lenovo,Lenovo Ideapad Slim 5 Gen 6,Laptop,Active
303,HP,HP 15s-eq1561AU,Laptop,Active
304,Dell,Dell Inspiron 15 5518,Laptop,Active
305,HP,HP Pavilion x360 14-dy0208TU,Laptop,Active
306,Lenovo,Lenovo Ideapad Slim 5,Laptop,Active
307,MSI,MSI Katana 15 B12UDXK-1006IN Laptop,Laptop,Active
308,ASUS,ASUS ROG Flow X13 GV301RC-LJ073WS Laptop,Laptop,Active
309,Lenovo,Lenovo Ideapad Flex 5,Laptop,Active
310,Dell,Dell Inspiron 14 7420,Laptop,Active
311,MSI,MSI Modern 14 C13M-436IN Laptop,Laptop,Active
312,MSI,MSI GF63 Thin 12VF-268IN Laptop,Laptop,Active
313,HP,HP 15s-du3060TX,Laptop,Active
314,MSI,MSI Modern 14 C13M-435IN Laptop,Laptop,Active
315,HP,HP 15-fc0025AU,Laptop,Active
316,ASUS,ASUS ROG Strix G15 G513QY-HQ032WS Laptop,Laptop,Active
317,Lenovo,Lenovo Yoga Slim 7 Intel Evo,Laptop,Active
318,Lenovo,Lenovo Ideapad Slim 5 14IRL8,Laptop,Active
319,ASUS,ASUS VivoBook 16 X1605VAB-MB544WS Laptop,Laptop,Active
320,MSI,MSI Katana 15 B12UDXK-1005IN Laptop,Laptop,Active
321,ASUS,ASUS VivoBook Pro 14 OLED K3400PA-KM502WS Laptop,Laptop,Active
322,MSI,MSI Modern 15 B11M-063IN Laptop,Laptop,Active
323,ASUS,ASUS VivoBook 15 X1500EA-EJ322WS Laptop,Laptop,Active
324,Lenovo,Lenovo Ideapad Slim 5i 14IRL8,Laptop,Active
325,Wings,Wings Nuvobook Pro Laptop,Laptop,Active
326,Lenovo,Lenovo Legion 5 Pro 16ITH6H,Laptop,Active
327,Lenovo,Lenovo Thinkpad E15,Laptop,Active
328,Lenovo,Lenovo ThinkBook TB13s ITL Gen 2,Laptop,Active
329,ASUS,ASUS VivoBook 15 X1502ZA-EJ542WS Laptop,Laptop,Active
330,HP,HP Pavilion 15-EC2048AX,Laptop,Active
331,ASUS,ASUS VivoBook 15 X1502ZA-EJ541WS Laptop,Laptop,Active
332,HP,HP 15s-fq2510TU,Laptop,Active
333,ASUS,ASUS ZenBook Duo UX481FL-BM5811T Laptop,Laptop,Active
334,Acer,Acer TravelMate P2 TMP214-53,Laptop,Active
335,HP,HP Victus 16-e0362ax,Laptop,Active
336,HP,HP Envy x360 Intel Evo 13-bf0063TU,Laptop,Active
337,Lenovo,Lenovo Yoga 6 13ALC6,Laptop,Active
338,ASUS,ASUS TUF Gaming F15 FX577ZM-HQ067WS Laptop,Laptop,Active
339,ASUS,ASUS M515UA-BQ512TS Laptop,Laptop,Active
340,HP,HP Envy 13 Intel Evo 13-bf0059TU,Laptop,Active
341,Lenovo,Lenovo ThinkBook 14,Laptop,Active
342,Acer,Acer Aspire Lite AL15-41,Laptop,Active
343,ASUS,ASUS VivoBook 15 X1504VA-NJ321WS Laptop,Laptop,Active
344,ASUS,ASUS VivoBook 15 X1504VA-NJ324WS Laptop,Laptop,Active
345,ASUS,ASUS VivoBook 15 X1504VA-NJ323WS Laptop,Laptop,Active
346,MSI,MSI Modern 14 C12M-670IN Laptop,Laptop,Active
347,Acer,Acer Aspire 3 A324-51,Laptop,Active
348,Lenovo,Lenovo Ideapad 3 15IML05,Laptop,Active
349,HP,HP Victus 16-d0361TX,Laptop,Active
350,ASUS,ASUS Vivobook 15X K3504VAB-NJ322WS Laptop,Laptop,Active
351,MSI,MSI GF63 Thin 11UC-850IN Laptop,Laptop,Active
352,Acer,Acer Swift 3 Intel Evo SF314-512,Laptop,Active
353,HP,HP 15s- fr5011TU,Laptop,Active
354,HP,HP Victus 15-fa1066TX,Laptop,Active
355,ASUS,ASUS Vivobook 17 X712EA-AU521WS Laptop,Laptop,Active
356,ASUS,ASUS TUF Dash F15 FX517ZR-HQ030WS Laptop,Laptop,Active
357,Acer,Acer Nitro 5 AN515-47,Laptop,Active
358,ASUS,ASUS VivoBook 15 X515JA-BQ511WS Laptop,Laptop,Active
359,ASUS,ASUS ROG Strix G17 G713IC-HX056W Laptop,Laptop,Active
360,ASUS,ASUS TUF Gaming F15 FX506LHB-HN374WS Laptop,Laptop,Active
361,Lenovo,Lenovo E41-45,Laptop,Active
362,MSI,MSI GF63 8RC-239IN Laptop,Laptop,Active
363,ASUS,ASUS Vivobook 16X M1603QA-MB712WS Laptop,Laptop,Active
364,Lenovo,Lenovo ThinkBook 15 G5,Laptop,Active
365,Lenovo,Lenovo V15-IGL,Laptop,Active
366,LG,LG gram Intel Evo 16Z90Q-G.AH75A2 Laptop,Laptop,Active
367,Lenovo,Lenovo Thinkpad 15,Laptop,Active
368,Acer,Acer Aspire 3 A315-58-39RG,Laptop,Active
369,Lenovo,Lenovo Ideapad Slim 3 15ITL05,Laptop,Active
370,LG,LG gram 14Z90Q-G.AH75A2 Laptop,Laptop,Active
371,HP,HP Envy Intel Evo 13-ba1501TX,Laptop,Active
372,Lenovo,Lenovo Ideapad 3 15IGL05,Laptop,Active
373,ASUS,ASUS VivoBook Pro 15 OLED M3500QC-L1502WS Laptop,Laptop,Active
374,HP,HP 15-fc0028AU,Laptop,Active
375,Samsung,Samsung Galaxy Book 360 Intel Evo 13.3 2 360 13.3 Laptop,Laptop,Active
376,Gigabyte,Gigabyte G5 MF-G2IN313SH Laptop,Laptop,Active
377,ASUS,ASUS VivoBook Flip 14 TP3402ZA-LZ501WS Laptop,Laptop,Active
378,Lenovo,Lenovo Legion 5 15ACH6,Laptop,Active
379,ASUS,ASUS TUF Gaming F17 FX707ZM-HX030WS Laptop,Laptop,Active
380,Lenovo,Lenovo Ideapad Slim 5 14ABR8,Laptop,Active
381,HP,HP Victus 16-s0095AX,Laptop,Active
382,Infinix,Infinix INBook X2 Plus XL25 Laptop,Laptop,Active
383,HP,HP Pavilion x360 14-dy1047TU,Laptop,Active
384,ASUS,ASUS VivoBook 15 X512DA-BQ303WS Laptop,Laptop,Active
385,Lenovo,Lenovo Ideapad Slim 3 15IRU8,Laptop,Active
386,Microsoft,Microsoft Surface Go 3,Laptop,Active
387,HP,HP Pavilion 13-bb0078TU,Laptop,Active
388,Lenovo,Lenovo IdeaPad Flex 5 14ALC7,Laptop,Active
389,MSI,MSI Modern 15 B13M-289IN Laptop,Laptop,Active
390,ASUS,ASUS TUF Gaming F15 FX577ZC-HN192W Laptop,Laptop,Active
391,ASUS,ASUS Zenbook 14 OLED UM3402YA-KM541WS Laptop,Laptop,Active
392,HP,HP Pavilion Plus 14-eh1022TU,Laptop,Active
393,MSI,MSI Modern 15 B13M-288IN Laptop,Laptop,Active
394,MSI,MSI Katana GF76 11UD-823IN Laptop,Laptop,Active
395,ASUS,ASUS VivoBook Go 14 E1404FA-NK327WS Laptop,Laptop,Active
396,ASUS,ASUS VivoBook 14 K413FA-EK338T Laptop,Laptop,Active
397,HP,HP Pavilion 14-ec0036AU,Laptop,Active
398,Acer,Acer Aspire 5 A515-56-54FN,Laptop,Active
399,Lenovo,Lenovo Legion 5 Pro,Laptop,Active
400,HP,HP Chromebook x360 13b-ca0006MU,Laptop,Active
