SKU_ID,ProductID,CPU,GPU,VRAM,RAM,Storage,StorageCapacity,ScreenSize,Weight,Price,Stock
Q8YFJCO2DA,35,Intel Celeron Dual-Core,UHD,0,8,256 GB SSD Storage + No HDD,256,14.0,1.5,27875,7
IARG7XKNA2,36,Intel Celeron Dual-Core,UHD,0,4,128 GB SSD Storage + No HDD,128,11.6,1.5,24999,25
6NGW327SNO,37,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,15.6,1.5,56990,43
H1ZODILGOO,38,Intel Core i5 (10th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,15.6,1.5,51160,18
QAPEWAVZ8D,39,Intel Core i3 (12th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,35199,12
QHADQOZZ1L,40,Intel Core i3 (11th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,32990,12
DAZY4STHTC,41,Intel Pentium Quad-Core,UHD 605,0,4,256 GB SSD Storage + No HDD,256,15.6,1.5,23999,27
5GQ7QT453V,42,Intel Core i5 (13th Gen),Iris Xe,0,16,512 GB SSD Storage + No HDD,512,15.6,1.5,64990,6
4F4XIPRO18,43,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,16,512 GB SSD Storage + No HDD,512,15.6,1.5,72990,8
5FBHQ9NOR2,44,Intel Core i9 (12th Gen),Iris Xe,0,32,1024 GB SSD Storage + No HDD,1024,14.0,1.5,169990,26
L3W8LUKTBJ,45,Intel Core i3 (11th Gen) Processor,UHD,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,49999,27
UC1IJI7SO1,46,Intel Core i5 (12th Gen),Iris Xe,0,16,512 GB SSD Storage + No HDD,512,14.0,1.5,54990,9
LSYMFVRPF6,47,AMD Octa-Core Ryzen 7,"GeForce RTX 3060 GPU, 6 GB",6,16,1024 GB SSD Storage + No HDD,1024,15.6,1.5,96990,49
YQEFQWDTD9,48,Intel Core i3 (11th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,14.0,1.5,36999,1
DQOY3IFIFF,49,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",4,16,512 GB SSD Storage + No HDD,512,15.6,1.5,89500,18
GA5DLXZ1AB,50,Intel Core i5 (12th Gen),Iris Xe,0,16,512 GB SSD Storage + No HDD,512,13.3,1.5,72990,1
WIPDJLJTO7,21,Intel Core i3 (11th Gen) Processor,UHD,0,8,256 GB SSD Storage + No HDD,256,15.6,1.5,34990,29
145Q49D803,51,Intel Core i9 (11th Gen),"GeForce RTX 3060 GPU, 6 GB",6,16,1024 GB SSD Storage + No HDD,1024,15.6,1.5,129990,18
4JGMSPCRN9,52,Intel Core i7 (10th Gen),"GeForce GTX 1650 Max Q GPU, 4 GB",4,8,256 GB SSD Storage  +  1024 GB HDD Storage,1280,15.6,1.5,65999,41
SJ34KFOHDC,53,Intel Core i5 (11th Gen),Iris Xe,0,8,512 GB SSD Storage + No HDD,512,14.0,1.5,76900,7
A26ZBLNP33,54,Intel Core i5 (10th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,15.6,1.5,50990,44
751W4Y99GO,55,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 Ti GPU, 4 GB",4,16,512 GB SSD Storage + No HDD,512,15.6,1.5,141990,7
8YIVZEU0O8,56,AMD Dual-Core Ryzen 3,Integrated,0,8,256 GB SSD Storage + No HDD,256,15.6,1.5,59999,1
9VPQLBGAQI,57,Intel Core i3 (10th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,32990,40
VN86AKZ7SI,58,Intel Core i7 (13th Gen),Iris Xe,0,16,512 GB SSD Storage + No HDD,512,15.6,1.5,49990,29
VD9DJ6ECSG,59,Intel Core i5 (10th Gen),"Geforce GTX 1650 GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,15.6,1.5,53535,10
J29G955MQO,60,AMD Dual-Core Ryzen 3,Radeon,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,37990,14
7XT97M92SC,61,Intel Celeron Dual-Core,UHD,0,8,256 GB SSD Storage + No HDD,256,14.0,1.5,28990,22
LM735V9H6H,62,AMD Dual-Core Ryzen 3,Radeon Vega 3,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,41990,7
STOXUT4MR1,63,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",4,16,512 GB SSD Storage + No HDD,512,15.6,1.5,55500,14
8HEXY7UZ5A,64,Intel Core i3 (12th Gen),UHD Graphics,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,59800,9
2SDV8BI48S,34,Intel Core i3 (11th Gen) Processor,Integrated,0,8,256 GB SSD Storage  +  1024 GB HDD Storage,1280,15.6,1.5,42399,28
1BXHXGMH58,65,Intel Core i3 (11th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,14.0,1.5,56999,44
Q9EJUNC0QQ,66,Intel Core i3 (12th Gen) Processor,UHD,0,8,256 GB SSD Storage + No HDD,256,15.6,1.5,31490,35
FHS0AOQ8HP,67,AMD Quad-Core Ryzen 5,Radeon,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,32990,10
UX7LRFX5Y3,68,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,16,512 GB SSD Storage + No HDD,512,17.3,1.5,77990,38
WVO3YZZTZY,69,Intel Core i3 (12th Gen),Integrated,0,8,256 GB SSD Storage + No HDD,256,15.6,1.5,33990,17
ZRZO4YFIZL,49,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,16,512 GB SSD Storage + No HDD,512,15.6,1.5,79990,35
TE6I1XBKLD,70,AMD Hexa-Core Ryzen 5,Radeon,0,16,512 GB SSD Storage + No HDD,512,14.0,1.5,91990,1
4HD3ISPMO4,67,AMD Quad-Core Ryzen 3,Radeon,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,30990,48
WXJ7N6BTDQ,71,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 Ti GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,15.6,1.5,64551,50
G25OPVJXKW,72,Intel Core i3 (10th Gen),"UHD GPU, 128 MB",0,8,512 GB SSD Storage + No HDD,512,14.0,1.5,27990,31
YCKG6N7PYR,73,Intel Core i5 (11th Gen),Iris Xe,0,8,512 GB SSD Storage + No HDD,512,14.0,1.5,71480,35
Z0XZIJKUBK,74,Apple M1,M1,0,8,256 GB SSD Storage + No HDD,256,13.3,1.5,90900,11
D3PWKJXRD0,75,Intel Core i3 (11th Gen),UHD,0,8,256 GB SSD Storage + No HDD,256,14.0,1.5,42999,44
FGM5NLYZSW,76,Intel Core i5 (5th Gen),HD 6000,0,8,128 GB SSD Storage + No HDD,128,13.3,1.5,67990,31
ICMPE31YWH,77,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,16.1,1.5,62112,45
BRI7ZV0UQW,78,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,16.0,1.5,57990,13
QJ94GL5LR4,79,Intel Celeron Dual-Core,UHD 600,0,4,NO SSD + 1024 GB HDD Storage,1024,15.6,1.5,23804,1
B8SK3003S0,80,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,15.6,1.5,56990,40
QUHYD895KH,81,Intel Core i3 (11th Gen),UHD,0,8,256 GB SSD Storage + No HDD,256,14.0,1.5,33990,23
VCF18H898L,82,Intel Core i3 (10th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,35990,46
8L8EO4UHOP,83,Intel Core i3 (11th Gen),Integrated,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,37023,12
JWMZY7Q9GZ,84,Intel Core i5 (10th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,15.6,1.5,49500,37
JD1IF6LXMK,85,Intel Core i3 (11th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,33990,16
UTZQWB1W9W,86,AMD Dual-Core Ryzen 3,Radeon Vega 6,0,8,256 GB SSD Storage  +  1024 GB HDD Storage,1280,15.6,1.5,36990,46
C301BF6SZO,87,Intel Core i5 (11th Gen),Iris Xe,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,41999,30
AIGQ0R4CRI,88,Intel Core i5 (11th Gen),Iris Xe,0,16,512 GB SSD Storage + No HDD,512,14.0,1.5,46990,23
3XZ00LYVBE,89,Intel Core i5 (10th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,15.6,1.5,50990,39
EDRQ4O1ROC,90,Apple M2 Processor,M2 Integrated,0,8,256 GB SSD Storage + No HDD,256,13.6,1.5,92990,13
SJ5UJ4IAWQ,91,AMD Hexa-Core Ryzen 5,Radeon,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,36499,22
7UE020MQ43,30,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,15.6,1.5,49490,32
8VF47I5EAN,30,AMD Hexa-Core Ryzen 5 Processor,"GeForce GTX 1650 GPU, 4 GB",4,16,512 GB SSD Storage + No HDD,512,15.6,1.5,56990,3
138BWML8X5,30,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,15.6,1.5,49490,47
8Y9U7K2C0M,92,Intel Core i5 (10th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,44990,11
K0J292BB7Z,93,Intel Core i3 (11th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,33900,41
1QPQO8GD91,94,AMD Quad-Core Ryzen 3,Radeon,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,30990,26
D09IPEKJHP,95,AMD Quad-Core Ryzen 3,Radeon,0,8,512 GB SSD Storage + No HDD,512,14.0,1.5,33978,29
YESKL0FVWU,96,Intel Core i3 (7th Gen),HD 620,0,4,NO SSD + 1024 GB HDD Storage,1024,15.6,1.5,36370,23
41509HAUQP,97,Intel Core i5 (11th Gen),Iris Xe,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,39990,12
HE0893HYVH,98,Intel Core i3 (11th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,40990,9
K3CAS3KX2X,99,Intel Core i5 (8th Gen),"Geforce MX150 GPU, 2 GB",2,8,NO SSD + 1024 GB HDD Storage,1024,15.6,1.5,32927,1
Y73LGS9D8U,100,Intel Core i5 (10th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,48188,48
64DA21UCVD,101,AMD Quad-Core Ryzen 5,Radeon Vega 8,0,8,512 GB SSD Storage + No HDD,512,14.0,1.5,51490,12
LZZHZ93W21,6,Intel Core i3 (11th Gen),Integrated,0,8,256 GB SSD Storage + No HDD,256,14.0,1.5,26999,23
IBZCB5X27V,102,Intel Core i3 (10th Gen),UHD,0,8,256 GB SSD Storage + No HDD,256,14.0,1.5,29990,16
LL3S73E1XM,103,Intel Core i5 (11th Gen),Iris Xe,0,16,512 GB SSD Storage + No HDD,512,15.6,1.5,50990,7
EV1MKB33T7,6,Intel Core i3 (11th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,14.0,1.5,27990,14
S7V49RCK61,104,Intel Pentium Dual-Core,UHD,0,8,NO SSD + 1024 GB HDD Storage,1024,15.6,1.5,40550,45
T1XOHQK49Y,23,Intel Core i5 (11th Gen),Iris Xe,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,40990,33
KE7BT2HJLL,2,Intel Core i5 (11th Gen),Integrated,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,54990,31
WQZII43UUK,105,Intel Core i5 (9th Gen),"Geforce GTX 1650 Max-Q GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,15.6,1.5,57999,23
FTVNIL0KXV,106,Intel Core i3 (11th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,14.0,1.5,45890,24
556H4P7WJX,18,Intel Core i5 (11th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,15.6,1.5,53000,37
HSH38POWQD,107,Intel Core i5 (10th Gen),"GeForce GTX 1650 Ti GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,15.6,1.5,55990,28
09GUY95LP6,108,Intel Core i3 (12th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,14.0,1.5,41490,34
0AW13IQAHD,109,Intel Core i5 (11th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,15.6,1.5,53000,36
H8J9TRTXFJ,110,AMD Hexa-Core Ryzen 5,Radeon,0,16,512 GB SSD Storage + No HDD,512,15.6,1.5,38990,35
ZZ4G9DNZVH,111,Intel Core i3 (10th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,32990,24
BD6MUO0PNC,112,AMD Dual-Core Ryzen 3,Radeon,0,8,256 GB SSD Storage + No HDD,256,15.6,1.5,37890,5
FFHQ9Y4SSW,113,AMD Dual-Core Ryzen 3,Radeon,0,8,256 GB SSD Storage + No HDD,256,15.6,1.5,27990,7
O3LWFPKZ83,114,Intel Core i3 (10th Gen),UHD,0,8,256 GB SSD Storage + No HDD,256,15.6,1.5,34690,7
W919UFP4JU,115,Intel Core i5 (12th Gen),Iris Xe,0,16,512 GB SSD Storage + No HDD,512,14.0,1.5,61990,43
P7T109Z0ZK,116,Intel Core i5 (11th Gen) Processor,Iris Xe,0,16,512 GB SSD Storage + No HDD,512,15.6,1.5,63976,1
WM9XBGKZGV,34,Intel Core i3 (11th Gen),UHD,0,8,256 GB SSD Storage  +  1024 GB HDD Storage,1280,15.6,1.5,34499,34
T9I16UBNKW,117,AMD Hexa-Core Ryzen 5,Radeon,0,16,512 GB SSD Storage + No HDD,512,14.0,1.5,66596,18
A7B5I0BAZ2,118,Intel Core i3 (11th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,37099,43
Z7VLNMTGCN,119,AMD Quad-Core Ryzen 5,Radeon Vega 8,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,41999,25
14RSY93Z0T,120,AMD Quad-Core Ryzen 5,Radeon RX Vega 10,0,8,512 GB SSD Storage + No HDD,512,14.0,1.5,42492,13
AQ7ZQPDXQE,121,AMD Hexa-Core Ryzen 5,Radeon,0,8,512 GB SSD Storage + No HDD,512,14.0,1.5,54490,5
Z84SSPZUQV,2,Intel Core i3 (11th Gen),UHD,0,8,256 GB SSD Storage + No HDD,256,15.6,1.5,32500,16
9B9AE7BE2V,122,Intel Core i3 (11th Gen),UHD,0,4,256 GB SSD Storage + No HDD,256,15.6,1.5,30900,6
L9NJ79XSL9,123,Intel Core i5 (12th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,15.6,1.5,60999,39
CLY8OHKTBW,124,Intel Core i3 (11th Gen) Processor,UHD,0,8,256 GB SSD Storage + No HDD,256,14.0,1.5,39646,4
9KBB7MP9Y3,125,AMD Quad-Core Ryzen 3,Radeon,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,37990,29
GU0P28EOQT,126,Intel Core i3 (6th Gen),HD 520,0,4,NO SSD + 1024 GB HDD Storage,1024,14.0,1.5,40940,39
0M7MFEBKZK,127,AMD Octa-Core Ryzen 7,Radeon,0,16,512 GB SSD Storage + No HDD,512,15.6,1.5,61899,8
IYRR2LE1NG,128,Intel Core i5 (12th Gen),Iris Xe,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,46990,3
PMXB3S057J,129,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",4,16,512 GB SSD Storage + No HDD,512,17.3,1.5,67990,17
XJGDLHDYEB,130,Intel Core i5 (11th Gen) Processor,Iris Xe,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,50299,38
ZJFNVESLD1,114,Intel Core i5 (12th Gen),Iris Xe,0,16,512 GB SSD Storage + No HDD,512,15.6,1.5,57990,26
Z1ME0QQV3A,131,Intel Core i5 (10th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,15.6,1.5,55990,40
5RKOLWFPYB,102,Intel Core i5 (10th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,14.0,1.5,47999,37
RUO0N7N41I,132,Intel Core i3 (11th Gen),UHD,0,8,256 GB SSD Storage + No HDD,256,14.0,1.5,36890,31
HO2TTWLJZ1,133,Intel Core i3 (11th Gen),UHD,0,8,256 GB SSD Storage + No HDD,256,14.0,1.5,52185,9
CZZLT9YBFQ,134,Intel Celeron Dual-Core,UHD 600,0,4,NO SSD + 1024 GB HDD Storage,1024,15.6,1.5,22071,50
TU1KYNQRK3,114,Intel Core i3 (11th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,14.0,1.5,39900,8
ES5MCH3XH1,135,AMD Hexa-Core Ryzen 5,"Radeon RX 5500M GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,16.1,1.5,53999,42
B8U26G1KWM,34,Intel Core i3 (11th Gen) Processor,UHD Graphics,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,37990,12
UPQ3EFW64F,136,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",4,16,512 GB SSD Storage + No HDD,512,15.6,1.5,49990,29
TJ5UQZ7VEE,137,AMD Quad-Core Ryzen 3,Radeon,0,8,512 GB SSD Storage + No HDD,512,14.0,1.5,43999,14
BM1QC8TIAW,114,Intel Core i3 (11th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,39448,19
2LHP9C1EIA,136,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,15.6,1.5,48990,27
EGQGDY5KG4,138,2.3 Ghz Processor,M1,0,16,1024 GB SSD Storage + No HDD,1024,14.2,1.5,219990,41
8J3LUVWAE9,139,Intel Core i5 (11th Gen),Iris Xe,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,59800,34
8PJHBG6VME,2,Intel Core i3 (11th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,35100,16
7LBEOLL6U8,140,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,15.6,1.5,56064,6
TXXJY0WZHY,69,Intel Core i3 (12th Gen),UHD,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,36990,35
6AD7C2N3NK,136,Intel Core i5 (12th Gen),"GeForce GTX 3050 GPU, 4 GB",4,16,512 GB SSD Storage + No HDD,512,15.6,1.5,57990,45
7GXPY7YG45,141,Intel Core i5 (11th Gen) Processor,Iris Xe,0,16,512 GB SSD Storage + No HDD,512,15.6,1.5,58790,45
7TS8I7FX8N,136,Intel Core i5 (12th Gen),"GeForce GTX 1650 GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,15.6,1.5,53890,15
1JV145B9SO,142,AMD Dual-Core Athlon,Radeon 610M,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,28990,31
DXL7KDE5CV,143,Intel Core i5 (11th Gen),Iris Xe,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,51490,3
7NRIH5ZRQG,144,Intel Core i3 (11th Gen) Processor,UHD,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,38500,1
1YXWYNET9X,145,Intel Core i7 (11th Gen),Iris Xe,0,16,1024 GB SSD Storage + No HDD,1024,14.0,1.5,76999,27
3NZOA7WY7P,146,AMD Dual-Core Athlon,Radeon,0,8,256 GB SSD Storage + No HDD,256,15.6,1.5,31990,8
XJUH5Y0VTM,147,AMD Octa-Core Ryzen 7,"Radeon RX6500M GPU, 4 GB",4,16,512 GB SSD Storage + No HDD,512,15.6,1.5,61990,36
7KF8X7PH6P,148,Intel Core i5 (11th Gen),"GeForce GTX 1650 MAX Q GPU, 4 GB",4,8,512 GB SSD Storage + No HDD,512,15.6,1.5,47769,22
PZSG3J3S1A,63,Intel Core i5 (12th Gen),GeForce RTX 2050,0,8,512 GB SSD Storage + No HDD,512,15.6,1.5,62990,39
7TRRE0AYCK,149,Intel Celeron Dual-Core,HD 500,0,4,64 GB SSD Storage + No HDD,64,14.0,1.5,18990,47
YZY4ZA5T3E,150,Intel Core i3 (10th Gen),UHD,0,4,512 GB SSD Storage + No HDD,512,14.0,1.5,27775,37
9Q9B9B63OH,151,Intel Core i3 (8th Gen),UHD 620,0,4,NO SSD + 1024 GB HDD Storage,1024,15.6,1.5,30360,3
D6PN0B2Q6I,152,Intel Core i3 (10th Gen),UHD,0,4,256 GB SSD Storage + No HDD,256,15.6,1.5,34990,47
8GGAIKDALQ,153,Intel Celeron Dual-Core,Integrated,0,4,256 GB SSD Storage + No HDD,256,14.0,1.5,25200,42
MBF1YGLFS1,154,Intel Core i5 (12th Gen),Iris Xe,0,8,512 GB SSD Storage + No HDD,512,14.0,1.5,54999,20
KXC2LEL5N9,72,Intel Core i5 (10th Gen),"UHD GPU, 128 MB",0,8,512 GB SSD Storage + No HDD,512,14.0,1.5,33390,20
YA34JBKLBP,43,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",4,16,512 GB SSD Storage + No HDD,512,15.6,1.5,72000,21
TUNZ2A5QUA,155,AMD Hexa-Core Ryzen 5,Radeon Graphics,0,16,512 GB SSD Storage + No HDD,512,14.0,1.5,50568,20
BUF3G0QNZH,34,Intel Core i3 (10th Gen),UHD,0,8,256 GB SSD Storage  +  1024 GB HDD Storage,1280,15.6,1.5,35999,3
CU8JVHNLS2,156,Intel Core i3 (10th Gen),UHD,0,8,256 GB SSD Storage  +  1024 GB HDD Storage,1280,15.6,1.5,44350,49
