SKU_ID,ProductID,CPU,GPU,RAM,Storage,ScreenSize,Price,Stock,Weight
84,77,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,16.1,62112,19,1.39
85,78,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",8,512 GB SSD Storage,16.0,57990,5,1.29
86,79,Intel Celeron Dual-Core,UHD 600,4,NO SSD + 1024 GB HDD Storage,15.6,23804,18,1.68
87,80,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,56990,15,2.31
88,81,Intel Core i3 (11th Gen),UHD,8,256 GB SSD Storage,14.0,33990,22,2.08
89,82,Intel Core i3 (10th Gen),UHD,8,512 GB SSD Storage,15.6,35990,41,1.84
90,83,Intel Core i3 (11th Gen),Integrated,8,512 GB SSD Storage,15.6,37023,44,1.46
91,84,Intel Core i5 (10th Gen),"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,49500,1,2.1
92,85,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,15.6,33990,13,2.44
93,86,AMD Dual-Core Ryzen 3,Radeon Vega 6,8,256 GB SSD Storage + 1024 GB HDD Storage,15.6,36990,40,2.16
94,87,Intel Core i5 (11th Gen),Iris Xe,8,512 GB SSD Storage,15.6,41999,45,1.39
95,88,Intel Core i5 (11th Gen),Iris Xe,16,512 GB SSD Storage,14.0,46990,33,2.37
96,89,Intel Core i5 (10th Gen),"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,50990,47,1.85
97,90,Apple M2 Processor,M2 Integrated,8,256 GB SSD Storage,13.6,92990,43,2.28
98,91,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,15.6,36499,32,2.42
99,30,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,49490,32,2.21
100,30,AMD Hexa-Core Ryzen 5 Processor,"GeForce GTX 1650 GPU, 4 GB",16,512 GB SSD Storage,15.6,56990,42,1.75
101,30,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,49490,37,1.44
102,92,Intel Core i5 (10th Gen),UHD,8,512 GB SSD Storage,15.6,44990,34,1.61
103,93,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,15.6,33900,12,2.48
104,94,AMD Quad-Core Ryzen 3,Radeon,8,512 GB SSD Storage,15.6,30990,32,2.16
105,95,AMD Quad-Core Ryzen 3,Radeon,8,512 GB SSD Storage,14.0,33978,35,1.78
106,96,Intel Core i3 (7th Gen),HD 620,4,NO SSD + 1024 GB HDD Storage,15.6,36370,29,1.61
107,97,Intel Core i5 (11th Gen),Iris Xe,8,512 GB SSD Storage,15.6,39990,28,2.05
108,98,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,15.6,40990,31,2.27
109,99,Intel Core i5 (8th Gen),"Geforce MX150 GPU, 2 GB",8,NO SSD + 1024 GB HDD Storage,15.6,32927,22,1.47
110,100,Intel Core i5 (10th Gen),UHD,8,512 GB SSD Storage,15.6,48188,23,2.48
111,101,AMD Quad-Core Ryzen 5,Radeon Vega 8,8,512 GB SSD Storage,14.0,51490,40,2.25
112,6,Intel Core i3 (11th Gen),Integrated,8,256 GB SSD Storage,14.0,26999,46,1.43
113,102,Intel Core i3 (10th Gen),UHD,8,256 GB SSD Storage,14.0,29990,5,1.88
114,103,Intel Core i5 (11th Gen),Iris Xe,16,512 GB SSD Storage,15.6,50990,16,2.16
115,6,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,14.0,27990,26,1.56
116,104,Intel Pentium Dual-Core,UHD,8,NO SSD + 1024 GB HDD Storage,15.6,40550,30,1.29
117,23,Intel Core i5 (11th Gen),Iris Xe,8,512 GB SSD Storage,15.6,40990,28,1.61
118,2,Intel Core i5 (11th Gen),Integrated,8,512 GB SSD Storage,15.6,54990,9,1.22
119,105,Intel Core i5 (9th Gen),"Geforce GTX 1650 Max-Q GPU, 4 GB",8,512 GB SSD Storage,15.6,57999,8,2.13
120,106,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,14.0,45890,12,2.35
121,18,Intel Core i5 (11th Gen),"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,53000,13,2.06
122,107,Intel Core i5 (10th Gen),"GeForce GTX 1650 Ti GPU, 4 GB",8,512 GB SSD Storage,15.6,55990,20,1.48
123,108,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,14.0,41490,10,1.57
124,109,Intel Core i5 (11th Gen),"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,53000,21,1.35
125,110,AMD Hexa-Core Ryzen 5,Radeon,16,512 GB SSD Storage,15.6,38990,7,1.45
126,111,Intel Core i3 (10th Gen),UHD,8,512 GB SSD Storage,15.6,32990,33,1.95
127,112,AMD Dual-Core Ryzen 3,Radeon,8,256 GB SSD Storage,15.6,37890,44,2.47
128,113,AMD Dual-Core Ryzen 3,Radeon,8,256 GB SSD Storage,15.6,27990,21,1.78
129,114,Intel Core i3 (10th Gen),UHD,8,256 GB SSD Storage,15.6,34690,43,1.99
130,115,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,14.0,61990,34,2.02
131,116,Intel Core i5 (11th Gen) Processor,Iris Xe,16,512 GB SSD Storage,15.6,63976,47,2.25
132,34,Intel Core i3 (11th Gen),UHD,8,256 GB SSD Storage + 1024 GB HDD Storage,15.6,34499,46,2.0
133,117,AMD Hexa-Core Ryzen 5,Radeon,16,512 GB SSD Storage,14.0,66596,10,2.1
134,118,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,15.6,37099,8,2.27
135,119,AMD Quad-Core Ryzen 5,Radeon Vega 8,8,512 GB SSD Storage,15.6,41999,45,2.32
136,120,AMD Quad-Core Ryzen 5,Radeon RX Vega 10,8,512 GB SSD Storage,14.0,42492,33,1.99
137,121,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,14.0,54490,3,2.22
138,2,Intel Core i3 (11th Gen),UHD,8,256 GB SSD Storage,15.6,32500,4,2.09
139,122,Intel Core i3 (11th Gen),UHD,4,256 GB SSD Storage,15.6,30900,15,1.89
140,123,Intel Core i5 (12th Gen),"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,60999,4,1.64
141,124,Intel Core i3 (11th Gen) Processor,UHD,8,256 GB SSD Storage,14.0,39646,24,2.03
142,125,AMD Quad-Core Ryzen 3,Radeon,8,512 GB SSD Storage,15.6,37990,16,1.49
143,126,Intel Core i3 (6th Gen),HD 520,4,NO SSD + 1024 GB HDD Storage,14.0,40940,49,2.38
144,127,AMD Octa-Core Ryzen 7,Radeon,16,512 GB SSD Storage,15.6,61899,22,2.44
145,128,Intel Core i5 (12th Gen),Iris Xe,8,512 GB SSD Storage,15.6,46990,41,1.76
146,129,AMD Octa-Core Ryzen 7,"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,17.3,67990,44,1.9
147,130,Intel Core i5 (11th Gen) Processor,Iris Xe,8,512 GB SSD Storage,15.6,50299,8,1.65
148,114,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,15.6,57990,10,1.86
149,131,Intel Core i5 (10th Gen),"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,55990,47,2.26
150,102,Intel Core i5 (10th Gen),UHD,8,512 GB SSD Storage,14.0,47999,23,1.94
151,132,Intel Core i3 (11th Gen),UHD,8,256 GB SSD Storage,14.0,36890,9,2.31
152,133,Intel Core i3 (11th Gen),UHD,8,256 GB SSD Storage,14.0,52185,39,2.0
153,134,Intel Celeron Dual-Core,UHD 600,4,NO SSD + 1024 GB HDD Storage,15.6,22071,37,2.31
154,114,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,14.0,39900,12,2.05
155,135,AMD Hexa-Core Ryzen 5,"Radeon RX 5500M GPU, 4 GB",8,512 GB SSD Storage,16.1,53999,20,1.99
156,34,Intel Core i3 (11th Gen) Processor,UHD Graphics,8,512 GB SSD Storage,15.6,37990,29,2.01
157,136,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",16,512 GB SSD Storage,15.6,49990,32,1.82
158,137,AMD Quad-Core Ryzen 3,Radeon,8,512 GB SSD Storage,14.0,43999,24,2.45
159,114,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,15.6,39448,27,2.01
160,136,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",8,512 GB SSD Storage,15.6,48990,27,1.29
161,138,2.3 Ghz Processor,M1,16,1024 GB SSD Storage,14.2,219990,22,1.93
162,139,Intel Core i5 (11th Gen),Iris Xe,8,512 GB SSD Storage,15.6,59800,12,1.77
163,2,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,15.6,35100,39,1.97
164,140,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,56064,6,1.95
165,69,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,36990,15,1.85
166,136,Intel Core i5 (12th Gen),"GeForce GTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,57990,22,1.66
167,141,Intel Core i5 (11th Gen) Processor,Iris Xe,16,512 GB SSD Storage,15.6,58790,21,2.23
168,136,Intel Core i5 (12th Gen),"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,53890,1,1.54
169,142,AMD Dual-Core Athlon,Radeon 610M,8,512 GB SSD Storage,15.6,28990,10,1.79
170,143,Intel Core i5 (11th Gen),Iris Xe,8,512 GB SSD Storage,15.6,51490,49,2.47
171,144,Intel Core i3 (11th Gen) Processor,UHD,8,512 GB SSD Storage,15.6,38500,8,2.31
172,145,Intel Core i7 (11th Gen),Iris Xe,16,1024 GB SSD Storage,14.0,76999,13,1.69
173,146,AMD Dual-Core Athlon,Radeon,8,256 GB SSD Storage,15.6,31990,45,2.1
174,147,AMD Octa-Core Ryzen 7,"Radeon RX6500M GPU, 4 GB",16,512 GB SSD Storage,15.6,61990,31,1.43
175,148,Intel Core i5 (11th Gen),"GeForce GTX 1650 MAX Q GPU, 4 GB",8,512 GB SSD Storage,15.6,47769,16,1.23
176,63,Intel Core i5 (12th Gen),GeForce RTX 2050,8,512 GB SSD Storage,15.6,62990,2,1.46
177,149,Intel Celeron Dual-Core,HD 500,4,64 GB SSD Storage,14.0,18990,1,1.74
178,150,Intel Core i3 (10th Gen),UHD,4,512 GB SSD Storage,14.0,27775,45,2.1
179,151,Intel Core i3 (8th Gen),UHD 620,4,NO SSD + 1024 GB HDD Storage,15.6,30360,14,1.37
180,152,Intel Core i3 (10th Gen),UHD,4,256 GB SSD Storage,15.6,34990,18,2.06
181,153,Intel Celeron Dual-Core,Integrated,4,256 GB SSD Storage,14.0,25200,38,1.67
182,154,Intel Core i5 (12th Gen),Iris Xe,8,512 GB SSD Storage,14.0,54999,23,1.52
183,72,Intel Core i5 (10th Gen),"UHD GPU, 128 MB",8,512 GB SSD Storage,14.0,33390,31,2.13
184,43,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",16,512 GB SSD Storage,15.6,72000,50,1.78
185,155,AMD Hexa-Core Ryzen 5,Radeon Graphics,16,512 GB SSD Storage,14.0,50568,24,1.44
186,34,Intel Core i3 (10th Gen),UHD,8,256 GB SSD Storage + 1024 GB HDD Storage,15.6,35999,13,2.19
187,156,Intel Core i3 (10th Gen),UHD,8,256 GB SSD Storage + 1024 GB HDD Storage,15.6,44350,29,2.19
188,157,Intel Celeron Dual-Core,UHD,8,256 GB SSD Storage,14.0,25490,39,2.04
189,158,Intel Core i7 (12th Gen),"GeForce RTX 3070 Ti GPU, 8 GB",16,1024 GB SSD Storage,15.6,102990,48,2.47
190,159,Intel Core i5 (12th Gen),Iris Xe,8,512 GB SSD Storage,14.0,62490,45,1.56
191,160,Intel Celeron Dual-Core,UHD,4,128 GB SSD Storage,15.6,17990,33,1.95
192,161,Intel Core i5 (11th Gen),"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,16.1,55400,22,1.28
193,162,AMD Quad-Core Ryzen 3,Radeon,8,512 GB SSD Storage,15.6,27990,9,1.89
194,163,Intel Core i5 (10th Gen),"GeForce GTX 1650 GPU, 4 GB",8,256 GB SSD Storage + 1024 GB HDD Storage,15.6,60990,43,2.06
195,164,Intel Core i5 (11th Gen),"GeForce GTX 1650 GPU, 4 GB",16,512 GB SSD Storage,16.1,60900,28,2.13
196,165,AMD Hexa-Core Ryzen 5,Radeon,16,512 GB SSD Storage,15.6,44800,13,1.91
197,166,AMD Octa-Core Ryzen 7,Radeon,16,512 GB SSD Storage,15.6,48990,20,1.51
198,167,Intel Core i7 (7th Gen),"GeForce GTX 1050 GPU, 4 GB",8,NO SSD + 1024 GB HDD Storage,15.6,67990,45,1.37
199,168,AMD Dual-Core Athlon,Radeon,4,256 GB SSD Storage,14.0,22899,34,2.47
200,169,AMD Octa-Core Ryzen 7,Radeon,16,512 GB SSD Storage,16.0,58990,45,1.35
201,12,Intel Core i7 (13th Gen) Processor,"GeForce RTX 4050 GPU, 6 GB",16,512 GB SSD Storage,16.0,120980,3,1.81
202,170,Intel Core i5 (12th Gen),Iris Xe,8,512 GB SSD Storage,15.6,74250,49,1.24
203,171,Intel Core i5 (11th Gen),"GeForce GTX 1650 GPU, 4 GB",8,256 GB SSD Storage + 1024 GB HDD Storage,15.6,68200,10,1.76
204,172,Intel Celeron Dual-Core,UHD 600,4,128 GB SSD Storage,14.1,15990,31,2.34
205,173,Intel Core i3 (10th Gen),UHD,8,NO SSD + 1024 GB HDD Storage,15.6,39990,36,2.48
206,174,Intel Core i5 (11th Gen),Iris Xe,8,256 GB SSD Storage + 1024 GB HDD Storage,14.0,57099,5,1.44
207,175,Intel Core i5 (12th Gen),Iris Xe,16,512 GB SSD Storage,14.0,42990,8,1.22
208,176,Intel Core i5 (11th Gen),Iris Xe,8,512 GB SSD Storage,14.0,59990,39,1.57
209,18,Intel Core i5 (11th Gen),"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,15.6,48411,13,1.48
210,177,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,16.0,74500,13,1.42
211,178,Intel Celeron Dual-Core,Integrated,4,128 GB SSD Storage,14.1,20990,44,2.14
212,158,Intel Core i5 (12th Gen),"Geforce RTX 3050 GPU, 4 GB",8,512 GB SSD Storage,15.6,68990,30,1.88
213,179,Intel Core i7 (11th Gen),"GeForce GTX 1650 MAX Q GPU, 4 GB",8,512 GB SSD Storage,15.6,71490,23,2.3
214,180,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,15.6,35500,19,2.46
215,158,Intel Core i5 (12th Gen),"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,64990,48,1.91
216,181,Intel Core i5 (10th Gen),"GeForce RTX 3060 GPU, 6 GB",16,512 GB SSD Storage,15.6,69990,7,2.45
217,182,Intel Core i5 (11th Gen),Iris Xe,8,NO SSD + 1024 GB HDD Storage,15.6,51790,36,1.47
218,183,Intel Core i7 (10th Gen) Processor,"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.6,63563,4,1.63
219,114,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,36300,16,1.73
220,184,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,15.6,55490,3,1.72
221,20,Intel Core i3 (12th Gen),UHD,8,512 GB SSD Storage,15.6,31990,46,1.84
222,69,Intel Core i5 (12th Gen),Integrated,8,512 GB SSD Storage,15.6,45990,49,2.49
223,16,Intel Core i3 (11th Gen),Iris Xe,8,512 GB SSD Storage,15.6,37999,11,2.09
224,185,Intel Core i5 (11th Gen),Iris Xe,16,512 GB SSD Storage,15.6,29990,1,1.29
225,186,AMD Octa-Core Ryzen 7,Radeon,16,512 GB SSD Storage,15.6,52100,14,1.59
226,21,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,15.6,35990,40,1.74
227,187,AMD Hexa-Core Ryzen 5,Radeon,8,512 GB SSD Storage,14.0,41990,21,1.37
228,188,Apple M2 Processor,M2,8,512 GB SSD Storage,13.3,149900,50,1.3
229,189,Intel Core i5 (12th Gen),"GeForce RTX 2050 GPU, 4 GB",8,512 GB SSD Storage,15.6,59490,50,2.07
230,190,AMD Quad-Core Ryzen 3,Radeon,8,512 GB SSD Storage,15.6,27490,32,2.42
231,185,Intel Core i5 (11th Gen),Iris Xe,8,512 GB SSD Storage,15.6,28990,34,1.41
232,191,Intel Core i5 (13th Gen) Processor,Iris Xe,16,512 GB SSD Storage,14.0,79990,48,1.95
233,53,Intel Core i3 (11th Gen),Integrated,8,256 GB SSD Storage,14.0,63999,26,2.1
234,192,AMD Quad-Core Ryzen 5,Radeon,16,512 GB SSD Storage,15.6,50990,24,1.71
235,193,AMD Quad-Core Ryzen 5,Radeon,8,512 GB SSD Storage,15.6,46490,6,2.0
236,12,Intel Core i5 (13th Gen) Processor,"GeForce RTX 4050 GPU, 6 GB",16,512 GB SSD Storage,16.0,94990,46,1.21
237,194,AMD Hexa-Core Ryzen 5,"GeForce GTX 1650 GPU, 4 GB",8,512 GB SSD Storage,16.1,68212,6,2.45
238,195,Intel Core i3 (10th Gen),UHD,8,NO SSD + 1024 GB HDD Storage,15.6,36990,15,2.1
239,196,Intel Core i5 (11th Gen),"GeForce RTX 3050 GPU, 4 GB",8,512 GB SSD Storage,15.6,66990,15,2.0
240,197,AMD Hexa-Core Ryzen 5,"GeForce RTX 3050 GPU, 4 GB",16,512 GB SSD Storage,15.3,60990,32,2.37
241,196,AMD Quad-Core Ryzen 5,"GeForce RTX 2050 GPU, 4 GB",8,512 GB SSD Storage,15.6,57990,19,2.0
242,198,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,14.0,57300,25,1.96
243,199,Intel Core i3 (11th Gen),UHD,8,512 GB SSD Storage,14.0,36496,25,1.33
