OrderItemID,OrderID,SKUID,Quantity
91,64,ASU-N2CH4,1
92,65,MSI-CUB7G,1
93,66,8LW48PA,1
94,66,ASU-G9208,1
95,67,82TSA0CWIH,1
96,67,82FJ00B5IH,1
97,68,81W800TGIN,1
98,68,MSI-4ROK4,1
99,69,ASU-T419F,1
100,70,ASU-8P74J,1
101,71,83E00006IN,1
102,72,F6C42PA,1
103,72,MSI-2KG74,1
104,73,IBA-IKMCH,1
105,73,3DY20PA,1
106,73,552V9PA,1
107,74,ASU-M5NVD,1
108,74,SAM-32H6E,1
109,75,ASU-PJSC2,1
110,76,6G9R1PA,1
111,76,80XL040WIN,1
112,77,ACE-OLSN3,1
113,78,MSI-D2GLR,1
114,78,18N71PA-V2,1
115,79,MSI-4KEF2,1
116,79,ASU-PW4X3,1
117,80,SAM-9D5V9,2
118,80,ASU-VXGKR,2
119,81,ASU-TEUL6,1
120,81,ASU-HQFJ4,1
121,81,6Q121PA,1
122,82,81C90PA,1
123,82,ASU-JDUIM,1
124,83,MSI-TT3YQ,1
125,83,7L030PA,1
126,84,7Z1P9PA,1
127,84,ICC-D586007WIN8,1
128,85,ASU-3YVJQ,1
129,86,BRN-G58,1
130,86,MSI-A1V0J,2
131,87,ACE-NSDAY,1
132,87,ACE-IMC4D,1
133,88,ASU-UBFVZ,1
134,89,81W800TDIN,2
135,89,MSI-0BAUG,1
136,90,INF-BHGPC,1
137,91,ASU-SSN0A,1
138,92,ACE-LFJTA,1
139,92,7K0C1PA,1
140,93,ASU-E8JAX,1
141,94,20VE004HUS,1
142,95,MSI-CKI91,1
143,96,ASU-YHJLU,1
144,97,ASU-PM2PW,1
145,98,82XV00F6IN,1
146,99,M552319WIN9S,1
147,100,6G9R3PA,1
148,101,ASU-30779,1
149,101,ACE-2K2DD,1
150,102,ASU-KAAAL,1
151,103,81LK004NIN,1
152,104,ASU-N0VDT,1
153,105,MSI-WWTB4,2
154,106,ASU-P1PUP,1
155,106,ACE-PZ11O,1
156,106,82KAA04QIH,1
157,107,82C700H3IH,1
158,108,20RKS01S00,1
159,108,6QX53UA,1
160,108,7MW55PA,1
161,109,7G6H3PA,1
162,109,D560473WIN9B,1
163,110,ASU-1WG9Q,1
164,110,7NH16PA,1
165,111,ACE-YN6X3,1
166,111,ACE-GMNDB,1
167,112,81Y400BPIN,1
168,112,4X7D7PA,1
169,113,MSI-589PL,1
170,114,D552171WIN9D,1
171,114,4TS71PA,1
172,114,D560505WIN9S,1
173,115,ASU-PM2PW,1
174,115,21JFA02PIN,1
175,116,ACE-UVR3W,1
176,117,ASU-NZRKP,1
177,118,K8U03PA,1
178,118,ASU-AWT8G,2
179,119,MSI-GNNMZ,1
180,120,ASU-9NO4C,1
181,120,ASU-70O25,1
182,120,ASU-4E0BD,1
183,121,ASU-U7ZC6,1
184,121,D560675WIN9BE,1
185,122,ASU-98TBJ,1
186,123,ASU-CX4Z8,1
187,124,80XV00PJIN,1
188,124,ACE-6ZS0D,1
189,124,2R2H3PA,1
190,125,XIA-WIXL0,1
191,125,C563102WIN9,1
192,125,ASU-C6DLE,1
193,126,2Z332PA,1
194,126,ASU-K9SF7,2
195,127,ASU-2MAK1,1
196,128,7S4P3PA,1
197,129,20VDA0TLIH,2
198,129,A4VJ0PA,1
199,129,ASU-G742U,1
200,130,21JFA02PIN,1
201,131,ACE-NZTMW,1
202,132,82SB00Y8IN,1
203,132,ACE-L19NF,1
204,133,ACE-WKCQK,1
205,134,MSI-F1C5H,1
206,135,MSI-AVSZN,1
207,136,INF-O5HSC,2
208,137,82XV00F6IN,1
209,137,ASU-38ZFG,1
210,137,ACE-4L4PA,1
211,138,ASU-DEKC2,1
212,139,81W800FLIN,1
213,140,7N179PA,1
214,141,81BF00KEIN,1
215,142,ASU-ZBD83,1
216,143,7F691PAACJ,1
217,144,82C500RRIH,1
218,145,ASU-FXWGL,1
219,146,COC-MIYFZ,1
220,147,MSI-U4OD7,1
221,148,ASU-SU33J,1
222,149,ASU-VOEZN,1
223,149,6J390PA,1
224,150,ACE-9KRLH,1
225,151,ASU-I8SAR,1
226,152,D560804WIN9W,1
227,153,80Q700DWIN,1
228,154,82K100MVIN,1
229,155,82R400BGIN,1
230,156,ASU-P1PUP,1
231,157,ASU-6OBYN,1
232,158,MSI-7CYEM,1
233,159,ASU-L9KQD,1
234,160,ACE-D3QW8,1
235,161,ASU-HJZZH,1
236,162,SAM-9D5V9,1
237,163,D560831WIN9SE,1
238,163,ASU-JLN63,1
239,164,ASU-Q3HQH,1
240,165,APP-C2ESE,1
241,165,457N7PA,1
242,166,MSI-4ROK4,1
243,167,MSI-I1NLP,1
244,167,MIC-ZMXLU,2
245,168,21DJA04PIH,1
246,169,ACE-IYCEA,1
247,170,REA-UCJXA,1
248,170,82U90080IN,1
249,171,ACE-BGYSO,1
250,172,SMA-N8R21,1
251,173,ACE-0S9TX,2
252,174,ASU-A273Z,1
253,174,Z1D89PA,1
254,175,8WE65PA,2
255,176,ASU-V3X90,1
256,177,21JFA02LIN-V2,1
257,178,MSI-USS7X,1
258,178,80XV00LPIN,1
259,179,7L033PA,1
260,180,Z553505SIN,2
261,180,83DE001JIN,1
262,181,8X059PA,1
263,182,VAI-3MJUV,1
264,182,91R02PA,1
265,183,ASU-A273Z,1
266,183,82FG00BQIN,1
267,184,MSI-X85JA,1
268,184,7BY61PA,1
269,184,ASU-X1I90,1
270,185,7Q6Z3PA,1
271,186,ASU-PDYCI,1
272,187,ASU-38ZFG,1
273,188,82RK0062IN,1
274,189,MSI-589PL,1
275,190,81D20090IN,1
276,191,INF-R8W1K,1
277,192,ACE-BYKFW,2
278,193,ACE-HLPMQ,1
279,194,21JFA02PIN,1
280,195,ASU-7GUB4,1
281,195,D560817WIN9B,1
282,196,7NH54PA,1
283,197,83EQ005VIN,2
284,198,D560803WIN9B,1
285,199,3GP87PA,1
286,200,DAG-00105,1
287,201,ASU-JURZV,1
288,201,ASU-TE06F,1
289,201,82VG00JJIN,2
290,202,ASU-KT51R,1
291,203,LG-DAB23,1
292,203,ASU-Z2W53,1
293,203,ASU-XW5TK,1
294,204,ASU-GH8DA,1
295,205,MSI-52SLK,1
296,206,ACE-73HNK,1
297,206,HP-0JCAZ,1
298,207,MSI-8H5VY,1
299,208,4WQ17PA,2
300,209,7G6F1PA,1
301,210,82UD0068IN,1
302,211,ASU-YEIP3,1
303,212,82K1019AIN,1
304,213,SMA-N8R21,2
305,213,82XF0078IN,1
306,214,ASU-KAAAL,1
307,214,82SB00M6IN,1
308,215,6AL22PA,1
309,216,ASU-U7BBX,1
310,217,ASU-PNEP7,1
311,217,8P9Q2PA,1
312,217,REA-UCJXA,1
313,218,INF-BHGPC,2
314,218,8WM99PA,1
315,219,ACE-PZ11O,1
316,220,APP-9NMM3,1
317,221,83EQ005VIN,1
318,222,ACE-7C2ZJ,1
319,222,MSI-21AWU,1
320,223,81WB01EBIN,1
321,224,MSI-DUD3E,1
322,225,OIN353034071RINS1M,1
323,226,82SF004XIN,1
324,227,ACE-YRPVD,1
325,227,MSI-H86BH,1
326,227,364C0PA,1
327,228,21E3S05B00,1
328,229,ASU-VOEZN,1
329,230,82H800U5IN,1
330,231,SAM-Q3297,1
331,232,ASU-YYFNN,1
332,233,ASU-AN55U,1
333,233,MSI-P2ZF9,1
334,234,20XWS1XJ00,1
335,234,ACE-U9B25,1
336,235,D560159WIN9S,1
337,236,5NK97PA,1
338,237,ASU-V7QUL,1
339,238,ASU-VZF6Z,2
340,238,4Q1T0PA,1
341,239,82TW001CIH,2
342,240,ASU-USU24,1
343,241,D560918WIN9S,1
344,242,MSI-N8RSE,1
345,243,82RK00VWIN,2
346,243,20RAS1M500,1
347,244,83E00012IN,1
348,245,ASU-LLN6M,1
349,246,ASU-1XM1J,1
350,246,6Y6R8PA,2
351,247,D560639WIN9B,1
352,247,82K200X3IN-V2,1
353,248,ASU-W3KUQ,1
354,249,ASU-O3IDK,1
355,250,MSI-6I0OH,1
356,250,ASU-JURZV,1
357,251,MSI-P69A9,1
358,252,ASU-KAAAL,1
359,253,INF-PG5OS,1
360,254,80X400DEIN,2
361,255,APP-ITLQ3,1
362,256,82K800E8IN,1
363,256,ASU-TEUL6,1
364,257,ASU-UXKGJ,1
365,258,3DY29PA,2
366,258,MSI-TTJ0E,1
367,259,6J390PA,1
368,260,80XV00PJIN,1
369,261,D552175WIN9BE,1
370,262,ASU-6ITCV,1
371,263,82TW0019IH,1
372,263,7C273PA,1
373,264,4WQ17PA,1
374,264,MSI-I2WDU,1
375,265,MSI-JY6GE,1
376,266,ACE-GMNDB,1
377,267,ASU-1FPZ9,1
378,267,8R0L2PA,1
379,267,ASU-ZAM91,1
380,268,ASU-F7I34,1
381,269,MSI-UKORB,1
382,269,21E3S05B00,1
383,269,C562516WIN9,2
384,270,ASU-OKR4N,1
385,271,81H7002CIN,1
386,272,SAM-DO7YF,1
387,273,83DV00BHIN,1
388,274,MSI-TPKMJ,1
389,275,ASU-G0M74,1
390,276,21A4A09UIH,1
391,276,81SY00C7IN,1
392,277,APP-T72L6,1
393,277,20V9A05HIH,1
394,278,9Q9T0PA,1
395,279,ASU-YI4X9,1
396,279,9X651PA,1
397,280,MSI-DG0HJ,1
398,281,F6C53PA,1
399,282,MSI-4KEF2,2
400,283,ASU-TZC6U,1
401,283,8VA-00028,1
402,284,A563501HIN9,1
403,285,13S65PA,1
404,286,INF-VTV74,1
405,287,ACE-WKCQK,1
406,288,APP-SAT2Q,1
407,288,7L375PA,1
408,289,82EY0078IN,1
409,290,ASU-OAHTD,1
410,291,6H5W0PA,1
411,292,SAM-ODMV0,1
412,292,MSI-5FSC9,1
413,293,ACE-HLPMQ,1
414,293,MSI-YOQBI,1
415,294,ASU-O3IDK,1
416,295,ACE-L8XBZ,1
417,295,20VDA0QTIH,1
418,295,MSI-21AWU,1
419,296,ACE-D3QW8,1
420,297,457N7PA,1
421,298,ICC-D585042WIN8,1
422,299,MSI-0BAUG,1
423,300,ASU-T0T94,1
424,300,MSI-SAKP5,1
425,301,4TT12PA,1
426,302,SAM-5E121,1
427,302,ASU-ZBD83,1
428,303,MIC-PTDKR,1
429,303,MSI-P2ZF9,1
430,303,82KDA022IH,1
431,304,4X7D7PA,1
432,305,83EQ005VIN,2
433,305,ASU-C4CKW,1
434,306,81H5003VIN,1
435,306,LG-DAB23,1
436,307,82S9017TIN,1
437,308,3GP90PA,1
438,309,ACE-94161,1
439,310,510L4PA,1
440,311,ASU-G742U,1
441,312,G8D84PA,2
442,313,5T9P8PA,1
443,313,ASU-VS977,1
444,314,ASU-C4CKW,1
445,314,7S460PA,2
446,315,6AQ35PA,1
447,315,ACE-BD82V,1
448,316,20VE00JTIN,1
449,317,ASU-UGFMA,1
450,318,INF-R8W1K,1
451,319,82XF003JIN,1
452,320,8H968PA,1
453,320,ASU-ZXIF7,2
454,321,832R1PA,1
455,322,ASU-O3EV3,1
456,323,ASU-3H2RQ,1
457,324,VAI-3MJUV,2
458,324,ASU-7OEFL,1
459,325,ACE-V408Z,1
460,325,MSI-RT4KV,1
461,326,ANM16I7CDG7001ODB1,1
462,327,ACE-EG5M3,1
463,327,7K4J6PA,1
464,327,SAM-O8556,1
465,328,82FG010AIN,1
466,329,C563102WIN9,1
467,330,7N760PA,1
468,331,A1RA7PA,2
469,331,81H5003VIN,1
470,332,MSI-3L73R,2
471,333,ACE-U9B25,1
472,333,81DE01K0IN,1
473,334,B566102WIN9,1
474,334,83BF0043IN,1
475,335,ASU-RFL20,1
476,335,3M001PA,1
477,336,ASU-EYX5Y,1
478,336,ASU-TP92D,1
479,337,D552172WIN9DE,1
480,337,ASU-8QDPB,1
481,338,83BG000DIN,1
482,338,MSI-H75RA,1
483,338,6QX53UA,1
484,339,20RAS1M900,1
485,340,ASU-8WPSG,1
486,341,ASU-JY715,1
487,341,81WB0159IN,2
488,342,ACE-D3QW8,1
489,343,VAI-3MJUV,1
490,344,6J8N3PA,1
491,344,ACE-KLW11,1
492,345,ASU-5JVUR,1
493,346,6Y6R8PA,1
494,347,ACE-IMC4D,1
495,348,MSI-FRW5U,1
496,348,SAM-JTNMP,1
497,349,ACE-N29OU,1
498,350,ASU-L52S7,1
499,350,82Y0004TIN,1
500,351,ICC-C782524WIN8,1
501,352,ASU-VNDLO,1
502,353,ASU-US6ZS,1
503,354,MSI-RT4KV,1
504,354,ACE-67GFP,1
505,355,D560856WIN9S,1
506,355,MSI-A1V0J,1
507,356,6K7V7PA,1
508,357,D552299WIN9BE,1
509,358,82EY00UXIN,1
510,358,8QG87PA,1
511,359,ASU-N1KPH,1
512,359,MSI-WWTB4,1
513,360,HON-66ICF,1
514,360,ASU-ZAM91,2
515,361,ASU-CM5JW,1
516,362,D560737WIN9B,1
517,363,82FJ00BEIH,1
518,364,471C4PA,1
519,364,DEL-X6TPQ,1
520,365,LG-SA5Q2,1
521,366,ASU-IO4GZ,1
522,367,2Z332PA,2
523,368,ACE-WKCQK,1
524,368,MSI-Q852I,2
525,368,20VD011EIH,1
526,369,D560817WIN9B,1
527,370,INF-PG5OS,1
528,371,7M654PA,1
529,371,ACE-PZ11O,2
530,372,82K10168IN,1
531,373,ASU-8P74J,1
532,373,82XX007KIN,1
533,374,ASU-L9KQD,1
534,374,SAM-DO7YF,1
535,374,8X059PA,2
536,375,ACE-0IAA2,1
537,376,81VV00JFIN,1
538,377,ASU-MPZH0,2
539,378,3DY29PA,1
540,379,8X059PA,1
541,379,536C2PA,1
542,380,2FK35PA,1
543,381,81UT00NTIN,1
544,381,ASU-NG1YK,2
545,382,81VD008PIN,1
546,383,ASU-73FBM,1
547,384,81WQ00MQIN,1
548,384,82FJ00B5IH,1
549,384,ACE-5BCXZ,2
550,385,MSI-Z1HM2,1
551,386,ASU-USU24,1
552,386,661W9PA,1
553,386,D552191WIN9D,1
554,387,ASU-NPZYQ,1
555,387,689U4PA,2
556,388,81WE00RNIN,1
557,389,ASU-1SCEW,1
558,390,B566102WIN9,2
559,391,D560473WIN9B,1
560,391,ASU-30779,1
561,392,81H5003VIN,1
562,392,6G9R1PA,1
563,392,ASU-XIORS,1
564,393,ASU-1K99V,1
565,394,83DV00BJIN-V2,2
566,394,D560440WIN9S,1
567,395,ASU-BFDQ2,1
568,396,SAM-TNEL3,1
569,397,299S7PA,1
570,397,ASU-5JVUR,1
571,397,MIC-ZMXLU,1
572,398,82B500MMIN,1
573,399,9Q9T0PA,1
574,399,6G9R3PA,1
575,400,A561222SIN9,1
576,401,4ZD61PA,1
577,401,ASU-762PA,1
578,402,81DE02YMIN,2
579,403,ASU-KSP4D,1
580,403,ASU-EA3I0,1
581,404,82XX0070IN,1
582,405,81W000UPIN,1
583,405,A560119WIN9-V2,1
584,406,21JFA02PIN,1
585,406,IBA-IKMCH,2
586,407,6H758PA,1
587,407,ASU-DED0R,1
588,408,ICC-C782524WIN8,1
589,409,83EQ005VIN,1
590,410,20RDS18B00,1
591,411,ASU-PNEP7,1
592,411,ASU-N1KPH,1
593,411,457N7PA,1
594,412,81WD00JYIN,1
595,413,ASU-F4B0I,1
596,414,8F506PA,1
597,415,ASU-7YN5T,1
598,415,ASU-F4B0I,1
599,416,ASU-KAAAL,1
600,416,ASU-0NQWM,1
601,416,ASU-JLN63,1
602,417,494P2PA,1
603,417,8LW48PA,1
604,418,MSI-ML7K7,1
605,419,HP-0JCAZ,1
606,419,81DE033UIN,1
607,420,ASU-DZSYJ,2
608,421,457N7PA,1
609,422,VN3530F19VF001ORB1,1
610,422,6AQ35PA,1
611,423,ASU-38ZFG,2
612,423,GIG-5I9QA,1
613,423,172R8PA,1
614,424,81DE01K0IN,1
615,424,ASU-SOM94,1
616,425,MSI-ZY9PY,1
617,426,81WD00TJIN,1
618,426,ACE-65253,1
619,427,7Q6Z3PA,1
620,427,ASU-6OSCN,1
621,428,80XV00PJIN,1
622,428,VN3520VMN67001SDB1,1
623,429,MIC-ZMXLU,2
624,430,ACE-9KRLH,1
625,431,82KBA022IH,1
626,432,VN3520CYGGW001SDG1,1
627,433,ASU-38ZFG,1
628,433,ASU-ZPEDX,1
629,434,82K2025KIN,1
630,434,7NH16PA,1
631,434,ASU-O3IDK,2
632,435,3V7P8PA,1
633,435,D552111WIN9BE,1
634,436,ACE-KSHRL,1
635,436,81WD00JYIN,1
636,437,ASU-USU24,1
637,437,1HQ36PA,1
638,437,MSI-8CZ00,1
639,438,ASU-USU24,1
640,439,7Z1H8PA,1
641,440,ASU-Q41NL,1
642,441,ASU-5QCOJ,1
643,442,83FD000YIN,1
644,443,ASU-T4SE0,1
645,443,D560560WIN9BE,1
646,443,4QF92PA,2
647,444,20RAS13M00,1
648,444,ACE-1CSGF,1
649,444,ASU-YI4X9,1
650,445,6YE09PA,1
651,445,INF-ZUK4W,1
652,446,X5Q18PA,1
653,447,533U4PA,1
654,447,MSI-DUD3E,1
655,448,6L0K9PA,1
656,449,ASU-7ZCWC,1
657,449,ASU-1DNM5,1
658,450,80XH01HKIN,2
659,450,ASU-P1PUP,1
660,451,82FJ009JIH,1
661,451,D560506WIN9BE,1
662,452,D560076WIN9S,1
663,452,SAM-Q3297,1
664,452,ASU-QST79,1
665,453,82K100MVIN,1
666,454,MSI-RT4KV,1
667,454,INF-RBY6X,1
668,455,2N1L1PA,1
669,455,82H802XXIN,1
670,455,82KU024GIN,2
671,456,D560841WIN9S,1
672,457,6ZF27PA,1
673,457,91R02PA,1
674,458,81W800C3IN,2
675,459,50N49PA,1
676,460,MSI-T5G8V,1
677,461,ACE-LR20W,1
678,462,D560656WIN9S,1
679,463,552W7PA,1
680,463,ASU-7ZCWC,1
681,464,APP-0DZCF,1
682,464,183L9PA,1
683,464,8K8J2PA,1
684,465,MSI-11JDC,1
685,466,82L3009LIN,1
686,467,81H5003VIN,1
687,467,ASU-2P6GG,1
688,468,ACE-IGFKN,1
689,469,HP-Z0GL1,1
690,469,GN5530194YM001ORB1,2
691,470,80XV00PHIN,1
692,471,MSI-4KEF2,1
693,471,20SL00LTIH,1
694,472,MSI-AVSZN,1
695,473,552X1PA,1
696,473,A563509UIN9,2
697,474,1F5D1PA,1
698,475,ASU-V9DJZ,2
699,476,2Z332PA,1
700,477,ACE-KBFQI,2
701,478,68U28PA,1
702,479,SAM-GPUUG,1
703,480,MSI-JY6GE,1
704,480,MIC-ZMXLU,1
705,481,7S4P3PA,1
706,482,6D4K2PA,1
707,483,ACE-5WAXA,1
708,483,6N049PA,2
709,484,W6T48PA,1
710,484,ASU-PLB9H,1
711,485,MSI-Q852I,1
712,486,ASU-77QN8,1
713,486,ASU-JXCPG,1
714,487,ACE-NZTMW,1
715,487,MSI-RT4KV,1
716,488,MSI-GPUGX,1
717,489,6L0L1PA,1
718,490,SAM-DO7YF,1
719,491,6K9C6PA,1
720,492,ASU-J5PCT,2
721,492,ASU-WTYFH,1
722,493,MSI-JWHEM,1
723,494,APP-4OBWW,1
724,494,ASU-XJAMC,2
725,495,82R10049IN,1
726,496,ASU-JZFG6,1
727,496,20TAS14C00,1
728,497,ACE-73HNK,1
729,497,82U90080IN,1
730,498,82KB0003GE,1
731,498,832P2PA,2
732,499,ACE-TQFHE,1
733,499,ASU-QZM4Y,1
734,500,5D0C2PA,1
735,500,ASU-XW5TK,2
736,500,MSI-MBIZV,1
737,501,ASU-JWZ3F,1
738,502,MSI-589PL,1
739,503,68U28PA,1
740,504,MSI-LGJA9,2
741,504,ASU-QZM4Y,1
742,505,82EY0024IN,2
743,505,4QF92PA,1
744,506,ASU-LFCW0,1
745,507,MSI-TUF5U,1
746,507,WIN-KF7YD,1
747,508,ASU-KT51R,1
748,509,95X38PA,1
749,509,2J9N1UA,1
750,510,ASU-ZBD83,2
751,510,ACE-ONE0W,2
752,511,8LW48PA,1
753,512,MSI-QIV6Y,1
754,513,MSI-3L73R,1
755,514,B566102WIN9,1
756,515,6AL22PA,1
757,516,7Q6Z0PA,1
758,517,XK1-00045-V2,1
759,517,81Y400BPIN,2
760,518,82H803HQIN,1
761,519,SAM-QLGCU,2
762,520,ASU-O3IDK,1
763,521,8G149PA,1
764,521,ASU-L01N6,1
765,522,MSI-3KPWT,2
766,522,9VX28PA,1
767,523,9Q9T0PA,1
768,524,ASU-TZC6U,1
769,525,6AQ83PA,1
770,525,ASU-VNDLO,1
771,526,21KG00AFIN,1
772,526,MSI-2JWGO,1
773,527,457N7PA,1
774,528,ASU-YI4X9,1
775,529,MSI-SX9NJ,1
776,530,ACE-YN6X3,1
777,531,6QX53UA,1
778,532,8QF-00046,1
779,532,ACE-N29OU,1
780,533,20RKS01S00,1
781,533,82KB00EUIN,1
782,534,MSI-WWTB4,1
783,534,HP-Z0GL1,1
784,535,ASU-G742U,1
785,536,D560236WIN9B,1
786,536,FUJ-4O6JS,1
787,536,ASU-MPZH0,1
788,537,DAG-00105,1
789,537,GIG-SIVI1,1
790,537,83EQ005VIN,1
791,538,ASU-7ZCWC,1
792,538,ASU-MAZF3,1
793,539,APP-LMJSU,1
794,539,6K7U2PA,1
795,540,ASU-JWZ3F,1
796,541,SAM-O8556,1
797,542,82KBA002IH,1
798,542,MSI-Y0876,1
799,543,13S65PA,1
800,543,LG-6M3NQ,1
801,544,C562516WIN9,1
802,545,ASU-67DX6,1
803,545,82XE0072IN,1
804,546,ASU-FXN4V,1
805,546,ASU-TE06F,1
806,546,83FD000YIN,1
807,547,ASU-TZC6U,1
808,547,ASU-JM98B,1
809,548,20W0S1C800,1
810,549,6H9E0PA,1
811,550,ASU-6U4LU,1
812,551,J6L90PA,1
813,552,ASU-FHQ6F,1
814,553,MSI-A3PNF,1
815,553,ASU-I7JY8,1
816,554,6D4K8PA,1
817,554,ACE-SXWC6,1
818,554,MSI-QE7YW,1
819,555,82K2022YIN,1
820,556,275H3PA,1
821,557,D560438WIN9SE,1
822,558,82KDA01UIH,1
823,559,82VG00ERIN,1
824,559,7C273PA,1
825,560,APP-XFSMY,1
826,561,82NL00APIN,1
827,561,ASU-30779,1
828,562,C562511WIN9,1
829,562,21AKS02800,1
830,563,MSI-8GZ00,1
831,564,3V7P8PA,1
832,564,ASU-NG1YK,2
833,565,MSI-ML7K7,1
834,565,D560821WIN9B,1
835,565,ASU-TZC6U,1
836,566,ASU-OX8R7,1
837,566,6K7X4PA,2
838,566,83GS00CKIN,1
839,567,8VA-00028,1
840,568,A568501WIN9,1
841,568,ACE-D3C0D,1
842,568,ASU-K8GQW,1
843,569,MSI-4KEF2,1
844,570,6J390PA,1
845,571,ASU-2F7NN,1
846,572,20RV00BPIH,1
847,573,GN5530194YM001ORB1,1
848,574,82VG00EWIN,1
849,575,6XA74PA,1
850,575,D560506WIN9BE,1
851,576,6G9R3PA,2
852,576,MSI-0BAUG,2
853,576,536C3PA,1
854,577,APP-PK1L4,1
855,578,82BA001PHA,1
856,579,81TK007YIN,1
857,579,ASU-T419F,1
858,579,ACE-KSHRL,1
859,580,4TT12PA,1
860,581,BTS-ICC-C783531WIN8,2
861,582,SAM-QQSH6,2
862,583,MSI-10JKT,1
863,584,7EF82PA,1
864,584,82C700H3IH,1
865,585,82KAA04RIH,1
866,586,D560826WIN9G,1
867,587,ASU-PLB9H,1
868,587,ASU-1WG9Q,1
869,588,ASU-JDUIM,1
870,589,82BF001JIH,2
871,590,ACE-D3QW8,2
872,590,ASU-DRSNH,1
873,591,6G9R1PA,2
874,592,ACE-ZFWIJ,1
875,593,D560778WIN9S,1
876,594,689T4PA,1
877,594,82H802FAIN,1
878,595,ASU-OAHTD,1
879,596,INF-R8W1K,1
880,597,D585046WIN8,2
881,598,SAM-5E121,1
882,598,ICC-C782524WIN8,1
883,599,82Y9008MIN,2
884,600,ASU-P1OKS,1
885,601,3FQ19PA,1
886,602,D552306WIN9BE,1
887,602,MSI-2YSTW,2
888,603,ACE-CEB3Z,1
889,604,6K7X4PA,1
890,605,9D3N5PA,1
891,606,82KAA04RIH,1
892,607,ASU-8WCY5,1
893,607,HP-0JCAZ,1
894,607,8WE65PA,1
895,608,5XC85PA,1
896,608,7G6H3PA,1
897,609,ASU-SCR4H,1
898,609,81DE02W8IN,2
899,610,MIC-PTDKR,1
900,611,ASU-LCHCL,1
901,612,D552111WIN9BE,1
902,613,ASU-4UOZ8,1
903,614,2TZ24PA,1
904,614,6J390PA,1
905,615,A5665010WIN9,1
906,615,L2Z60PA,1
907,616,D560312WIN9SE,1
908,616,MSI-4HL1F,2
909,617,ACE-GMNDB,1
910,618,81VD008SIN,1
911,619,MSI-SHZA5,1
912,620,82XF003JIN,1
913,621,82TTA00UIH,1
914,621,D552217WIN9D,1
915,622,ACE-MQZ0D,1
916,623,ASU-FWVGI,1
917,623,ASU-900EZ,1
918,624,FRI-G56,1
919,624,67U22PA,1
920,625,ASU-FN0ZV,1
921,626,81DE02W8IN,1
922,627,ACE-EXFM3,1
923,627,INF-DTT2J,1
924,628,MSI-Q852I,1
925,629,D560570WIN9S,1
926,629,MSI-DMQLC,2
927,629,APP-95TDP,1
928,630,2FK54PA,1
929,631,MSI-V74MX,1
930,632,3DY29PA,1
