Order_ID,Customer_ID,Address_ID,OrderDate,Status
43,191,233,2025-12-02 15:48:48.243241,Delivered
44,39,47,2025-12-02 15:46:30.926421,Shipped
45,692,832,2025-12-02 15:44:53.637589,Shipped
46,752,902,2025-12-02 15:47:49.394181,Delivered
47,319,389,2025-12-02 15:46:57.731148,Delivered
48,427,516,2025-12-02 15:44:01.891899,Delivered
49,643,773,2025-12-02 15:48:27.262888,Delivered
50,189,230,2025-12-02 15:49:10.119382,Delivered
51,127,154,2025-12-02 15:49:01.687316,Delivered
52,187,228,2025-12-02 15:45:14.323792,Delivered
53,717,861,2025-12-02 15:44:56.591049,Delivered
54,552,663,2025-12-02 15:46:28.977735,Delivered
55,746,894,2025-12-02 15:48:23.634017,Processing
56,708,850,2025-12-02 15:44:50.111485,Delivered
57,93,111,2025-12-02 15:45:58.452976,Cancelled
58,228,281,2025-12-02 15:45:43.308467,Processing
59,844,1014,2025-12-02 15:43:53.375905,Delivered
60,466,562,2025-12-02 15:43:26.646411,Delivered
61,547,656,2025-12-02 15:45:08.492891,Shipped
62,339,414,2025-12-02 15:44:27.349628,Delivered
63,879,1054,2025-12-02 15:46:16.833251,Delivered
64,467,564,2025-12-02 15:48:11.299337,Shipped
65,466,562,2025-12-02 15:45:26.768441,Delivered
66,6,8,2025-12-02 15:48:13.213383,Delivered
67,483,582,2025-12-02 15:43:20.851933,Shipped
68,410,497,2025-12-02 15:46:18.338354,Shipped
69,678,814,2025-12-02 15:45:07.542571,Delivered
70,962,1152,2025-12-02 15:46:27.903292,Cancelled
71,224,276,2025-12-02 15:47:08.344206,Delivered
72,780,938,2025-12-02 15:44:46.936683,Processing
73,714,857,2025-12-02 15:47:01.732145,Delivered
74,895,1072,2025-12-02 15:47:22.155235,Delivered
75,345,420,2025-12-02 15:47:12.522123,Delivered
76,554,665,2025-12-02 15:48:43.577909,Cancelled
77,739,885,2025-12-02 15:46:03.264987,Delivered
78,808,969,2025-12-02 15:45:50.938877,Delivered
79,977,1174,2025-12-02 15:43:37.988187,Delivered
80,163,197,2025-12-02 15:47:45.124825,Delivered
81,2,3,2025-12-02 15:47:58.050056,Delivered
82,66,76,2025-12-02 15:47:33.015555,Shipped
83,162,196,2025-12-02 15:47:12.776239,Delivered
84,605,726,2025-12-02 15:48:23.114545,Delivered
85,696,836,2025-12-02 15:45:09.155910,Shipped
86,562,673,2025-12-02 15:45:39.481877,Shipped
87,814,977,2025-12-02 15:45:25.366067,Cancelled
88,617,742,2025-12-02 15:48:25.584437,Processing
89,752,902,2025-12-02 15:44:29.866014,Delivered
90,514,619,2025-12-02 15:45:45.543972,Cancelled
91,844,1014,2025-12-02 15:46:18.305912,Delivered
92,936,1121,2025-12-02 15:46:58.505763,Shipped
93,814,978,2025-12-02 15:47:10.647318,Delivered
94,153,186,2025-12-02 15:44:56.386396,Delivered
95,94,112,2025-12-02 15:45:16.905405,Delivered
96,6,8,2025-12-02 15:48:43.322217,Delivered
97,797,958,2025-12-02 15:46:06.705968,Cancelled
98,599,719,2025-12-02 15:46:21.895464,Delivered
99,854,1026,2025-12-02 15:47:54.930124,Shipped
100,324,395,2025-12-02 15:43:19.993436,Processing
101,140,170,2025-12-02 15:43:23.380318,Delivered
102,346,421,2025-12-02 15:45:12.805959,Processing
103,436,527,2025-12-02 15:44:16.224236,Shipped
104,417,506,2025-12-02 15:48:14.142837,Shipped
105,937,1122,2025-12-02 15:47:58.747698,Delivered
106,164,198,2025-12-02 15:46:42.216174,Cancelled
107,432,521,2025-12-02 15:45:38.757091,Delivered
108,435,526,2025-12-02 15:46:26.410916,Delivered
109,171,206,2025-12-02 15:44:02.907825,Delivered
110,161,195,2025-12-02 15:47:02.313013,Delivered
111,399,484,2025-12-02 15:46:56.014770,Delivered
112,156,189,2025-12-02 15:45:18.567241,Shipped
113,98,117,2025-12-02 15:45:30.090583,Cancelled
114,200,245,2025-12-02 15:47:42.486974,Delivered
115,847,1017,2025-12-02 15:43:15.834558,Shipped
116,104,126,2025-12-02 15:43:44.483974,Shipped
117,482,581,2025-12-02 15:47:35.337312,Processing
118,581,699,2025-12-02 15:47:25.868513,Cancelled
119,820,985,2025-12-02 15:44:10.527526,Processing
120,804,965,2025-12-02 15:46:24.108988,Delivered
121,163,197,2025-12-02 15:49:12.986373,Delivered
122,948,1136,2025-12-02 15:47:19.253849,Shipped
123,419,508,2025-12-02 15:45:49.409685,Delivered
124,459,553,2025-12-02 15:48:54.762231,Shipped
125,788,949,2025-12-02 15:44:47.375314,Shipped
126,162,196,2025-12-02 15:45:10.947013,Delivered
127,205,251,2025-12-02 15:47:54.193358,Delivered
128,6,8,2025-12-02 15:49:11.549936,Processing
129,365,443,2025-12-02 15:48:08.626524,Shipped
130,403,489,2025-12-02 15:43:17.504595,Delivered
131,84,101,2025-12-02 15:44:30.459305,Shipped
132,898,1076,2025-12-02 15:45:00.490194,Cancelled
133,587,706,2025-12-02 15:48:23.384359,Cancelled
134,988,1186,2025-12-02 15:44:07.457721,Delivered
135,762,913,2025-12-02 15:48:02.273798,Delivered
136,399,484,2025-12-02 15:44:51.288151,Delivered
137,667,801,2025-12-02 15:48:08.100952,Shipped
138,258,316,2025-12-02 15:43:40.533340,Delivered
139,397,482,2025-12-02 15:47:18.482275,Processing
140,828,995,2025-12-02 15:45:30.979559,Cancelled
141,897,1075,2025-12-02 15:48:46.970471,Delivered
142,446,538,2025-12-02 15:45:43.928359,Shipped
143,243,298,2025-12-02 15:48:33.154975,Delivered
144,949,1138,2025-12-02 15:45:48.941239,Delivered
145,719,863,2025-12-02 15:44:25.117706,Delivered
146,479,578,2025-12-02 15:48:54.720701,Delivered
147,783,942,2025-12-02 15:47:54.959224,Delivered
148,167,202,2025-12-02 15:44:35.897351,Delivered
149,929,1112,2025-12-02 15:43:26.519816,Delivered
150,224,276,2025-12-02 15:46:04.826871,Delivered
151,614,739,2025-12-02 15:45:46.858449,Delivered
152,235,289,2025-12-02 15:44:59.665101,Delivered
153,71,83,2025-12-02 15:49:04.856483,Cancelled
154,733,879,2025-12-02 15:48:20.869962,Delivered
155,97,116,2025-12-02 15:48:35.350788,Delivered
156,761,912,2025-12-02 15:45:38.151742,Delivered
157,164,198,2025-12-02 15:47:21.815112,Cancelled
158,838,1007,2025-12-02 15:47:50.633916,Processing
159,252,308,2025-12-02 15:43:25.703053,Processing
160,386,469,2025-12-02 15:47:05.790346,Delivered
161,750,899,2025-12-02 15:46:17.451281,Delivered
162,515,620,2025-12-02 15:48:13.112694,Delivered
163,37,45,2025-12-02 15:49:03.213943,Delivered
164,550,660,2025-12-02 15:45:54.924732,Delivered
165,463,557,2025-12-02 15:49:12.831256,Shipped
166,628,755,2025-12-02 15:44:36.290666,Processing
167,674,809,2025-12-02 15:43:24.167547,Delivered
168,303,367,2025-12-02 15:47:37.241355,Shipped
169,997,1197,2025-12-02 15:44:03.815722,Cancelled
170,784,943,2025-12-02 15:45:48.608488,Delivered
171,235,289,2025-12-02 15:46:18.086607,Processing
172,118,143,2025-12-02 15:45:56.147843,Delivered
173,735,881,2025-12-02 15:45:57.505055,Shipped
174,379,460,2025-12-02 15:44:06.020930,Delivered
175,188,229,2025-12-02 15:49:10.684957,Shipped
176,445,537,2025-12-02 15:48:17.976979,Delivered
177,927,1110,2025-12-02 15:43:45.480671,Delivered
178,73,86,2025-12-02 15:45:27.088666,Delivered
179,435,525,2025-12-02 15:48:14.809700,Cancelled
180,826,993,2025-12-02 15:49:04.850765,Delivered
181,279,338,2025-12-02 15:47:05.540873,Delivered
182,392,476,2025-12-02 15:45:43.075521,Delivered
183,917,1099,2025-12-02 15:47:46.113744,Delivered
184,388,471,2025-12-02 15:46:51.762341,Delivered
185,125,152,2025-12-02 15:44:03.826483,Processing
186,291,353,2025-12-02 15:48:50.431207,Delivered
187,765,916,2025-12-02 15:44:39.723592,Delivered
188,794,955,2025-12-02 15:45:15.443202,Delivered
189,651,782,2025-12-02 15:43:46.786415,Processing
190,950,1139,2025-12-02 15:46:51.077953,Shipped
191,616,741,2025-12-02 15:49:02.346179,Processing
192,117,142,2025-12-02 15:46:38.181906,Shipped
193,625,752,2025-12-02 15:46:36.096699,Cancelled
194,694,834,2025-12-02 15:43:41.369741,Delivered
195,223,274,2025-12-02 15:47:08.940995,Cancelled
196,333,407,2025-12-02 15:48:40.447368,Delivered
197,760,911,2025-12-02 15:45:08.104725,Delivered
198,382,463,2025-12-02 15:47:54.502044,Shipped
199,374,455,2025-12-02 15:44:46.681688,Cancelled
200,374,455,2025-12-02 15:43:58.554773,Processing
201,232,286,2025-12-02 15:48:15.951142,Delivered
202,907,1087,2025-12-02 15:48:10.277277,Shipped
203,525,631,2025-12-02 15:46:45.484478,Cancelled
204,49,57,2025-12-02 15:45:40.967390,Delivered
205,930,1113,2025-12-02 15:45:24.353736,Delivered
206,742,888,2025-12-02 15:44:20.808830,Cancelled
207,146,178,2025-12-02 15:44:55.132832,Delivered
208,280,339,2025-12-02 15:47:23.508581,Shipped
209,264,322,2025-12-02 15:46:24.884987,Delivered
210,961,1151,2025-12-02 15:47:51.294083,Processing
211,935,1120,2025-12-02 15:48:05.148108,Shipped
212,441,532,2025-12-02 15:44:44.815152,Delivered
213,10,12,2025-12-02 15:48:43.748622,Delivered
214,495,597,2025-12-02 15:48:49.149463,Shipped
215,823,989,2025-12-02 15:46:08.021451,Shipped
216,306,372,2025-12-02 15:45:18.650759,Shipped
217,36,43,2025-12-02 15:44:10.573771,Delivered
218,645,775,2025-12-02 15:49:13.728094,Delivered
219,984,1181,2025-12-02 15:46:21.063361,Delivered
220,981,1178,2025-12-02 15:46:08.425687,Delivered
221,554,665,2025-12-02 15:44:21.418739,Shipped
222,408,495,2025-12-02 15:43:21.779243,Delivered
223,424,513,2025-12-02 15:44:40.360870,Delivered
224,639,767,2025-12-02 15:47:25.036216,Processing
225,987,1185,2025-12-02 15:43:25.855016,Delivered
226,393,477,2025-12-02 15:46:29.167670,Delivered
227,417,506,2025-12-02 15:44:49.180652,Delivered
228,473,571,2025-12-02 15:44:41.765456,Delivered
229,655,786,2025-12-02 15:49:11.898804,Delivered
230,835,1004,2025-12-02 15:49:03.752015,Delivered
231,150,183,2025-12-02 15:49:13.624457,Cancelled
232,248,304,2025-12-02 15:48:06.282249,Delivered
233,980,1177,2025-12-02 15:45:23.322194,Shipped
234,815,979,2025-12-02 15:47:02.846781,Delivered
235,361,439,2025-12-02 15:49:13.518613,Delivered
236,855,1027,2025-12-02 15:45:19.982805,Processing
237,372,452,2025-12-02 15:48:58.641109,Delivered
238,139,169,2025-12-02 15:44:19.178319,Delivered
239,282,342,2025-12-02 15:48:20.787747,Shipped
240,23,28,2025-12-02 15:45:13.335836,Delivered
241,394,478,2025-12-02 15:46:25.226507,Delivered
242,497,600,2025-12-02 15:43:41.366880,Delivered
243,61,69,2025-12-02 15:45:18.035256,Delivered
244,20,23,2025-12-02 15:43:22.115141,Shipped
245,38,46,2025-12-02 15:43:56.865238,Delivered
246,959,1148,2025-12-02 15:43:29.846095,Delivered
247,262,320,2025-12-02 15:48:11.099986,Shipped
248,194,237,2025-12-02 15:45:26.437134,Delivered
249,865,1038,2025-12-02 15:44:03.506612,Shipped
250,353,428,2025-12-02 15:48:44.073761,Delivered
251,457,551,2025-12-02 15:46:15.476872,Shipped
252,61,69,2025-12-02 15:46:51.075584,Delivered
253,200,245,2025-12-02 15:47:07.864438,Shipped
254,939,1125,2025-12-02 15:44:09.599482,Delivered
255,881,1057,2025-12-02 15:46:06.764947,Delivered
256,529,636,2025-12-02 15:44:41.466177,Processing
257,993,1192,2025-12-02 15:47:44.944685,Delivered
258,609,732,2025-12-02 15:46:11.961634,Shipped
259,845,1015,2025-12-02 15:46:39.442883,Processing
260,711,853,2025-12-02 15:45:34.118274,Shipped
261,708,850,2025-12-02 15:43:55.804515,Delivered
262,835,1004,2025-12-02 15:46:08.274241,Delivered
263,446,538,2025-12-02 15:48:38.182382,Shipped
264,916,1097,2025-12-02 15:46:00.365085,Delivered
265,277,335,2025-12-02 15:43:57.004525,Delivered
266,147,179,2025-12-02 15:45:18.242964,Processing
267,97,115,2025-12-02 15:46:31.575560,Delivered
268,707,849,2025-12-02 15:48:30.338930,Shipped
269,953,1142,2025-12-02 15:48:31.888655,Delivered
270,159,192,2025-12-02 15:48:49.497574,Delivered
271,491,591,2025-12-02 15:45:15.031274,Cancelled
272,199,244,2025-12-02 15:43:15.655805,Processing
273,269,327,2025-12-02 15:44:39.361820,Shipped
274,351,426,2025-12-02 15:46:31.620298,Delivered
275,658,790,2025-12-02 15:48:54.070324,Delivered
276,100,120,2025-12-02 15:47:33.918089,Delivered
277,318,388,2025-12-02 15:43:56.740715,Delivered
278,800,961,2025-12-02 15:44:03.589478,Shipped
279,645,775,2025-12-02 15:45:01.775989,Delivered
280,394,478,2025-12-02 15:48:24.903465,Cancelled
281,756,907,2025-12-02 15:46:17.069149,Delivered
282,653,784,2025-12-02 15:44:54.770363,Shipped
283,86,103,2025-12-02 15:47:55.449073,Delivered
284,450,542,2025-12-02 15:45:45.762832,Shipped
285,730,875,2025-12-02 15:46:02.373740,Processing
286,358,436,2025-12-02 15:48:40.424301,Delivered
287,21,25,2025-12-02 15:43:24.104433,Delivered
288,264,322,2025-12-02 15:46:41.350003,Shipped
289,925,1108,2025-12-02 15:44:03.285567,Delivered
290,258,316,2025-12-02 15:45:12.889421,Shipped
291,486,585,2025-12-02 15:46:10.262933,Delivered
292,611,735,2025-12-02 15:44:23.532100,Cancelled
293,19,21,2025-12-02 15:46:46.061351,Processing
294,726,871,2025-12-02 15:48:02.557383,Shipped
295,327,398,2025-12-02 15:45:07.822894,Delivered
296,27,32,2025-12-02 15:43:49.697363,Shipped
297,324,395,2025-12-02 15:49:02.625704,Shipped
298,788,948,2025-12-02 15:44:37.716719,Processing
299,914,1095,2025-12-02 15:44:01.117136,Delivered
300,163,197,2025-12-02 15:46:36.003702,Shipped
301,329,400,2025-12-02 15:43:46.281923,Delivered
302,305,371,2025-12-02 15:43:56.884842,Processing
303,16,18,2025-12-02 15:44:34.107229,Delivered
304,548,657,2025-12-02 15:44:17.671159,Delivered
305,967,1160,2025-12-02 15:47:08.517681,Delivered
306,934,1119,2025-12-02 15:46:59.448960,Delivered
307,321,391,2025-12-02 15:44:02.992943,Delivered
308,901,1080,2025-12-02 15:48:47.496006,Delivered
309,136,166,2025-12-02 15:47:39.944913,Shipped
310,732,877,2025-12-02 15:49:10.124113,Processing
311,202,248,2025-12-02 15:49:03.031160,Cancelled
312,312,379,2025-12-02 15:47:38.265288,Processing
313,151,184,2025-12-02 15:47:48.652346,Shipped
314,818,983,2025-12-02 15:48:46.381091,Shipped
315,800,961,2025-12-02 15:44:48.196534,Shipped
316,992,1191,2025-12-02 15:48:08.342545,Shipped
317,17,19,2025-12-02 15:44:12.748194,Shipped
318,770,924,2025-12-02 15:48:55.339888,Delivered
319,175,211,2025-12-02 15:44:41.504250,Shipped
320,897,1075,2025-12-02 15:46:22.594572,Processing
321,245,301,2025-12-02 15:46:11.938406,Delivered
322,667,801,2025-12-02 15:44:06.643514,Delivered
323,339,414,2025-12-02 15:43:17.731930,Delivered
324,9,11,2025-12-02 15:44:53.669691,Delivered
325,353,429,2025-12-02 15:49:11.352733,Delivered
326,30,36,2025-12-02 15:47:51.012873,Delivered
327,624,751,2025-12-02 15:43:34.305071,Delivered
328,828,995,2025-12-02 15:47:02.623336,Shipped
329,586,704,2025-12-02 15:45:48.601358,Cancelled
330,936,1121,2025-12-02 15:46:11.152182,Shipped
331,591,711,2025-12-02 15:45:36.138892,Delivered
332,118,143,2025-12-02 15:46:13.402421,Delivered
333,425,514,2025-12-02 15:47:51.027751,Delivered
334,190,232,2025-12-02 15:47:33.237887,Delivered
335,558,669,2025-12-02 15:45:22.076135,Delivered
336,594,714,2025-12-02 15:46:51.908170,Delivered
337,246,302,2025-12-02 15:45:57.922096,Shipped
338,904,1083,2025-12-02 15:49:01.861841,Delivered
339,953,1142,2025-12-02 15:47:17.200441,Delivered
340,681,818,2025-12-02 15:44:28.304487,Delivered
341,977,1174,2025-12-02 15:45:09.024915,Delivered
342,573,686,2025-12-02 15:44:06.032783,Delivered
343,258,315,2025-12-02 15:46:33.726857,Delivered
344,40,48,2025-12-02 15:46:05.131727,Processing
345,28,33,2025-12-02 15:47:56.127977,Cancelled
346,870,1044,2025-12-02 15:44:26.207335,Cancelled
347,120,146,2025-12-02 15:47:36.738971,Delivered
348,39,47,2025-12-02 15:43:55.671986,Shipped
349,990,1188,2025-12-02 15:45:27.255238,Delivered
350,579,696,2025-12-02 15:44:46.694481,Delivered
351,627,754,2025-12-02 15:45:24.459742,Cancelled
352,852,1022,2025-12-02 15:44:41.919766,Delivered
353,907,1087,2025-12-02 15:45:25.778257,Delivered
354,975,1171,2025-12-02 15:47:17.705483,Shipped
355,168,203,2025-12-02 15:44:24.343787,Shipped
356,647,778,2025-12-02 15:47:07.693796,Delivered
357,799,960,2025-12-02 15:46:09.151343,Delivered
358,821,986,2025-12-02 15:48:42.681058,Delivered
359,176,212,2025-12-02 15:48:05.605304,Delivered
360,404,490,2025-12-02 15:44:26.986113,Delivered
361,435,525,2025-12-02 15:45:22.419142,Delivered
362,21,25,2025-12-02 15:48:38.658913,Delivered
363,19,21,2025-12-02 15:46:20.945919,Delivered
364,24,29,2025-12-02 15:45:44.503110,Cancelled
365,181,220,2025-12-02 15:46:40.969690,Shipped
366,604,724,2025-12-02 15:45:21.796498,Delivered
367,883,1059,2025-12-02 15:43:57.002364,Delivered
368,934,1119,2025-12-02 15:46:55.859589,Delivered
369,352,427,2025-12-02 15:46:05.674073,Shipped
370,237,291,2025-12-02 15:48:58.314541,Shipped
371,779,937,2025-12-02 15:46:24.471965,Delivered
372,438,529,2025-12-02 15:43:52.807883,Cancelled
373,894,1071,2025-12-02 15:47:25.834615,Delivered
374,688,826,2025-12-02 15:43:52.368016,Shipped
375,151,184,2025-12-02 15:47:38.748512,Delivered
376,934,1119,2025-12-02 15:46:33.398056,Cancelled
377,934,1119,2025-12-02 15:45:56.853925,Cancelled
378,539,648,2025-12-02 15:45:14.532553,Delivered
379,350,425,2025-12-02 15:48:54.602123,Processing
380,670,804,2025-12-02 15:47:21.402835,Delivered
381,818,983,2025-12-02 15:47:32.890606,Delivered
382,512,616,2025-12-02 15:46:37.291179,Processing
383,984,1182,2025-12-02 15:46:47.251254,Delivered
384,919,1101,2025-12-02 15:44:55.972278,Delivered
385,956,1145,2025-12-02 15:47:53.958684,Delivered
386,644,774,2025-12-02 15:46:07.084765,Delivered
387,359,437,2025-12-02 15:49:10.304199,Cancelled
388,865,1038,2025-12-02 15:45:08.932676,Delivered
389,154,187,2025-12-02 15:45:08.437258,Cancelled
390,953,1142,2025-12-02 15:47:25.511434,Delivered
391,806,967,2025-12-02 15:43:34.391644,Delivered
392,82,98,2025-12-02 15:43:51.403705,Delivered
393,862,1035,2025-12-02 15:48:10.391253,Shipped
394,361,439,2025-12-02 15:44:47.492244,Delivered
395,216,264,2025-12-02 15:45:46.325609,Cancelled
396,146,178,2025-12-02 15:48:19.295981,Delivered
397,732,878,2025-12-02 15:48:09.294603,Delivered
398,831,1000,2025-12-02 15:44:41.722199,Delivered
399,114,138,2025-12-02 15:47:12.040973,Shipped
400,553,664,2025-12-02 15:45:19.578558,Delivered
401,477,575,2025-12-02 15:46:27.963938,Shipped
402,362,440,2025-12-02 15:47:33.781461,Cancelled
403,240,294,2025-12-02 15:47:48.859310,Delivered
404,655,787,2025-12-02 15:45:20.033452,Delivered
405,84,100,2025-12-02 15:44:13.185358,Delivered
406,480,579,2025-12-02 15:46:49.407289,Delivered
407,424,513,2025-12-02 15:48:11.653941,Delivered
408,663,797,2025-12-02 15:44:59.556601,Delivered
409,201,246,2025-12-02 15:47:05.367637,Delivered
410,277,335,2025-12-02 15:44:43.901335,Delivered
411,274,332,2025-12-02 15:47:07.197318,Delivered
412,166,201,2025-12-02 15:45:13.227884,Delivered
413,219,268,2025-12-02 15:43:18.459875,Delivered
414,504,607,2025-12-02 15:47:40.819147,Delivered
415,216,264,2025-12-02 15:48:20.882167,Delivered
416,829,997,2025-12-02 15:43:32.503042,Delivered
417,311,378,2025-12-02 15:47:07.698357,Delivered
418,831,1000,2025-12-02 15:44:37.622825,Delivered
419,355,432,2025-12-02 15:46:14.611138,Delivered
420,665,799,2025-12-02 15:47:20.036379,Delivered
421,52,60,2025-12-02 15:46:55.007710,Processing
422,460,554,2025-12-02 15:47:34.975095,Shipped
423,960,1149,2025-12-02 15:43:45.111910,Delivered
424,272,330,2025-12-02 15:48:16.011878,Processing
425,798,959,2025-12-02 15:47:24.418466,Delivered
426,410,497,2025-12-02 15:48:17.442308,Processing
427,517,622,2025-12-02 15:48:50.390000,Shipped
428,127,154,2025-12-02 15:45:06.635366,Delivered
429,276,334,2025-12-02 15:44:42.355858,Delivered
430,677,813,2025-12-02 15:44:38.839345,Shipped
431,27,32,2025-12-02 15:44:34.674419,Shipped
432,13,15,2025-12-02 15:44:51.293274,Delivered
433,589,708,2025-12-02 15:44:02.644267,Shipped
434,161,195,2025-12-02 15:46:23.553781,Delivered
435,615,740,2025-12-02 15:48:23.541426,Cancelled
436,748,897,2025-12-02 15:45:55.164242,Shipped
437,805,966,2025-12-02 15:48:18.864768,Shipped
438,107,130,2025-12-02 15:43:33.922896,Shipped
439,148,180,2025-12-02 15:45:46.694012,Delivered
440,542,651,2025-12-02 15:47:26.099070,Shipped
441,467,564,2025-12-02 15:46:29.485660,Delivered
442,656,788,2025-12-02 15:48:44.622280,Delivered
443,634,762,2025-12-02 15:44:39.911165,Processing
444,22,26,2025-12-02 15:45:54.322834,Delivered
445,440,531,2025-12-02 15:47:55.909984,Delivered
446,977,1174,2025-12-02 15:43:55.194139,Delivered
447,108,131,2025-12-02 15:46:38.178552,Shipped
448,952,1141,2025-12-02 15:44:01.655123,Delivered
449,776,933,2025-12-02 15:47:08.409988,Delivered
450,799,960,2025-12-02 15:49:02.660277,Shipped
451,394,478,2025-12-02 15:48:21.472760,Processing
452,397,482,2025-12-02 15:44:01.892251,Delivered
453,790,951,2025-12-02 15:46:53.218240,Delivered
454,347,422,2025-12-02 15:47:27.694179,Shipped
455,380,461,2025-12-02 15:47:12.130323,Delivered
456,186,227,2025-12-02 15:44:31.972105,Delivered
457,716,860,2025-12-02 15:46:56.475919,Delivered
458,549,658,2025-12-02 15:46:55.830778,Shipped
459,268,326,2025-12-02 15:44:18.196718,Delivered
460,592,712,2025-12-02 15:43:49.535128,Delivered
461,452,545,2025-12-02 15:47:54.774607,Delivered
462,675,811,2025-12-02 15:48:03.721931,Delivered
463,179,217,2025-12-02 15:45:27.204747,Delivered
464,587,705,2025-12-02 15:46:55.237453,Cancelled
465,356,434,2025-12-02 15:45:47.953219,Delivered
466,779,937,2025-12-02 15:43:24.258707,Processing
467,286,347,2025-12-02 15:48:22.493718,Cancelled
468,35,41,2025-12-02 15:43:25.298651,Delivered
469,153,186,2025-12-02 15:48:55.156187,Delivered
470,647,778,2025-12-02 15:44:15.853897,Delivered
471,978,1175,2025-12-02 15:46:45.713787,Delivered
472,928,1111,2025-12-02 15:48:39.782085,Cancelled
473,492,593,2025-12-02 15:45:19.093258,Delivered
474,695,835,2025-12-02 15:46:07.143596,Delivered
475,781,939,2025-12-02 15:47:05.696299,Cancelled
476,363,441,2025-12-02 15:44:30.552097,Delivered
477,239,293,2025-12-02 15:48:10.471506,Delivered
478,588,707,2025-12-02 15:44:50.728741,Cancelled
479,942,1128,2025-12-02 15:46:13.891184,Cancelled
480,100,121,2025-12-02 15:43:59.950547,Delivered
481,740,886,2025-12-02 15:44:18.373914,Shipped
482,984,1181,2025-12-02 15:47:38.296685,Delivered
483,526,632,2025-12-02 15:46:02.958237,Cancelled
484,751,901,2025-12-02 15:43:50.747355,Processing
485,389,472,2025-12-02 15:43:42.681436,Cancelled
486,413,500,2025-12-02 15:47:14.336231,Shipped
487,409,496,2025-12-02 15:43:28.552434,Delivered
488,616,741,2025-12-02 15:46:01.106792,Cancelled
489,81,97,2025-12-02 15:43:19.137378,Delivered
490,184,224,2025-12-02 15:48:11.348622,Delivered
491,909,1089,2025-12-02 15:45:34.273360,Delivered
492,783,942,2025-12-02 15:46:23.998695,Delivered
493,648,779,2025-12-02 15:47:49.384941,Cancelled
494,97,116,2025-12-02 15:44:38.511948,Shipped
495,372,452,2025-12-02 15:48:28.189934,Delivered
496,526,632,2025-12-02 15:45:19.087161,Processing
497,223,275,2025-12-02 15:49:12.145658,Delivered
498,934,1119,2025-12-02 15:47:58.995631,Delivered
499,605,726,2025-12-02 15:46:06.427971,Delivered
500,788,948,2025-12-02 15:48:17.171623,Shipped
501,923,1106,2025-12-02 15:45:46.268948,Delivered
502,650,781,2025-12-02 15:48:27.268758,Delivered
503,831,1000,2025-12-02 15:44:39.748875,Delivered
504,855,1027,2025-12-02 15:47:41.609887,Processing
505,716,860,2025-12-02 15:45:06.942481,Delivered
506,820,985,2025-12-02 15:44:25.841802,Cancelled
507,227,280,2025-12-02 15:46:45.989354,Shipped
508,151,184,2025-12-02 15:49:03.310433,Shipped
509,177,213,2025-12-02 15:45:47.020964,Delivered
510,855,1027,2025-12-02 15:44:44.441864,Delivered
511,664,798,2025-12-02 15:47:26.377038,Delivered
512,356,434,2025-12-02 15:46:04.293977,Processing
513,73,86,2025-12-02 15:49:01.426513,Delivered
